DEPT[M],WELL,CALIPER[MM],DEN[GM/CC],RES(64N),RES[OHM],SP[MV],GAM[API],LITHOLOGY DESCRIPTION,Formation,Classified
630,1,7.90704,2.3985,29.8633,93.8079,-113.496,183.186,Dark grey shale,Barren Measures,dgs
633,1,7.91025,2.43653,24.2436,71.2893,-109.233,198.459,Dark grey shale,Barren Measures,dgs
635.5,1,7.91132,2.3022,23.4076,67.4973,-105.465,182.737,Dark grey shale,Barren Measures,dgs
636,1,7.91132,2.24544,28.3306,71.9894,-99.288,213.732,Dark grey shale  ,Barren Measures,dgs
639,1,7.91346,2.29946,25.7762,79.2233,-91.4018,218.224,Dark grey shale,Barren Measures,dgs
642,1,7.92789,2.35072,24.1507,100.283,-102.994,177.796,Dark grey shale,Barren Measures,dgs
645,1,7.99522,2.57951,27.4947,85.6989,-107.895,171.058,Dark grey shale,Barren Measures,dgs
648,1,7.99309,2.28566,18.9955,76.6564,-109.439,187.229,Dark grey shale,Barren Measures,dgs
648.32,1,7.99415,2.40116,20.1566,78.4066,-103.036,162.523,Dark grey shale,Barren Measures,dgs
648.82,1,7.99522,2.26655,18.0201,82.3736,-109.254,227.209,Dark grey shale  ,Barren Measures,dgs
651,1,7.93002,2.49394,20.8997,74.6729,-116.337,188.128,Dark grey shale,Barren Measures,dgs
654,1,7.91827,2.39137,24.8938,83.3653,-113.763,230.353,Dark grey shale,Barren Measures,dgs
657,1,7.9001,2.65628,24.3365,99.5834,-103.386,158.929,Dark grey shale,Barren Measures,dgs
660,1,7.95514,2.37986,24.1043,85.6405,-102.933,194.866,Dark grey shale,Barren Measures,dgs
663,1,7.90811,2.25412,22.8503,91.8827,-107.257,260.45,Dark grey shale,Barren Measures,dgs
666,1,7.87712,2.36933,29.6775,106.934,-112.116,210.139,Dark grey shale,Barren Measures,dgs
666.91,1,7.82955,2.41614,30.7457,98.0666,-112.404,212.834,Dark grey shale,Barren Measures,dgs
669,1,7.78199,2.44476,48.1156,138.845,-105.033,109.966,Intercalation Sand>Shale,Barakar,Sandstone (SST)
672,1,7.81512,2.43426,46.165,150.863,-91.7725,91.5483,Fine grained sandstone with shale bands,Barakar,Sandstone (SST)
675,1,7.80604,2.39737,63.3492,138.378,-104.395,152.64,Intercalation Sand>Shale,Barakar,Sandstone (SST)
678,1,7.79482,2.24658,50.1592,103.259,-95.9112,98.2864,Fine grained  sandstone to Medium grained sandstone with shale laminae at bottom,Barakar,Sandstone (SST)
681,1,7.85307,2.40268,31.8139,124.552,-109.233,144.105,Intercalation Sand>Shale,Barakar,Sandstone (SST)
684,1,7.82047,2.18529,42.9604,138.553,-101.821,70.8848,Fine grained sandstone,Barakar,Sandstone (SST)
685.88,1,7.75206,2.45366,43.0533,141.587,-99.6999,83.0133,Intercalation Sand>Shale,Barakar,Sandstone (SST)
687,1,7.74993,2.40117,28.3771,149.929,-100.462,129.731,Sandy shale,Barakar,ss
690,1,7.75099,2.42638,50.1592,151.329,-113.022,120.747,Fine grained  sandstone to Medium grained sandstone with shale bands,Barakar,Sandstone (SST)
693,1,7.76542,2.28244,63.3492,156.871,-104.724,126.137,Intercalation Sand=Shale,Barakar,Sandstone (SST)
696,1,7.73603,2.2811,80.1618,237.262,-115.966,83.0133,Intercalation Sand>Shale,Barakar,Sandstone (SST)
699,1,7.73443,2.24772,65.6249,244.029,-103.303,74.4784,Fine grained  sandstone to Medium grained sandstone,Barakar,Sandstone (SST)
700.58,1,7.73763,2.2982,79.6973,149.706,-106.557,78.9732,Fine grained  sandstone to Medium grained sandstone,Barakar,Sandstone (SST)
702,1,7.73763,2.54409,64.6496,186.216,-87.9014,128.383,Intercalation Sand=Shale,Barakar,Sandstone (SST)
702.24,1,7.73496,2.3205,65.7178,179.973,-103.591,133.774,Sandy Shale,Barakar,ss
703.48,1,7.73603,2.38992,50.3449,207.567,-102.871,182.288,Intercalation Sand>Shale,Barakar,Sandstone (SST)
705,1,7.74405,2.32432,81.2764,203.95,-103.9,111.763,Medium graineded sandstone with shale bands,Barakar,Sandstone (SST)
706.05,1,7.74832,2.33679,88.1036,179.623,-102.418,141.41,Intercalation Sand>Shale,Barakar,Sandstone (SST)
708,1,7.7526,2.40199,47.7905,174.548,-108.018,137.816,Intercalation Sand<Shale,Barakar,ss
708.7,1,7.74886,2.49715,48.3014,158.913,-107.257,170.609,Sandy shale,Barakar,ss
709.33,1,7.74405,2.56531,65.7642,156.287,-108.574,176.899,Medium graineded sandstone with shale bands,Barakar,Sandstone (SST)
709.7,1,7.74405,2.36438,58.3797,144.387,-104.436,140.063,Intercalation Sand<Shale,Barakar,ss
710.15,1,7.74351,2.33172,54.1069,181.082,-100.009,157.582,Fine grained sandstone,Barakar,Sandstone (SST)
711,1,7.74351,2.48374,40.406,224.427,-116.646,167.015,Intercalation Sand<Shale,Barakar,ss
714,1,7.73977,2.4247,69.5726,194.675,-95.1081,66.8419,Fine grained  sandstone to Medium grained sandstone with shale bands at top,Barakar,Sandstone (SST)
716.5,1,7.74084,2.70705,44.5859,204.009,-98.9586,142.758,Sandy Shale,Barakar,ss
717,1,7.74191,2.5096,70.5479,176.823,-109.48,125.239,Fine grained Sandstone,Barakar,Sandstone (SST)
718.12,1,7.74298,2.40582,58.6584,179.448,-93.3785,156.234,Intercalation Sand<Shale,Barakar,ss
720,1,7.74351,2.4165,45.4684,124.61,-105.671,205.647,Sandy shale,Barakar,ss
720.21,1,7.74352,2.31302,42.2181,113.876,-107.833,212.378,Sandy shale,Barakar,ss
720.57,1,7.74298,2.44728,46.4893,116.007,-97.8055,218.23,Intercalation Sand>Shale,Barakar,Sandstone (SST)
721.61,1,7.74458,2.38534,39.8951,120.877,-72.0055,178.245,Sandy shale,Barakar,ss
723,1,7.74405,2.5303,67.622,165.272,-84.3598,101.431,Fine grained sandstone to Medium grained sandstone,Barakar,Sandstone (SST)
726,1,7.75474,2.52452,72.963,156.055,-79.3975,115.805,Fine grained sandstone with shale bands,Barakar,Sandstone (SST)
729,1,7.73817,2.44062,64.4174,199.75,-81.4771,136.02,"Intercalation sand=shale, micaceous",Barakar,Sandstone (SST)
732,1,7.73336,2.4239,67.5755,317.71,-80.5918,90.6498,Fine grained sandstone,Barakar,Sandstone (SST)
732.96,1,7.73336,2.46392,97.1531,220.03,-69.2051,92.8931,"Fine grained sandstone, Micaceous",Barakar,Sandstone (SST)
734.58,1,7.73657,2.42094,64.4286,196.718,-77.1531,158.028,Sandy shale,Barakar,ss
735,1,7.73389,2.32909,55.7788,196.308,-72.7879,149.496,Intercalation Sand>Shale,Barakar,Sandstone (SST)
736.2,1,7.73603,2.4783,85.2241,198.117,-64.5105,111.313,"Fine grained sandstone, Micaceous",Barakar,Sandstone (SST)
737,1,7.7355,2.5595,91.0296,240.645,-71.0789,171.956,Intercalation Sand<Shale,Barakar,ss
738,1,7.73122,2.36844,86.1066,183.474,-73.6115,132.426,"Coarse grained sandstone, quartzatic",Barakar,Sandstone (SST)
738.35,1,7.73122,2.31124,70.5015,203.367,-75.4029,176.448,"Coarse grained sandstone, quartzatic",Barakar,Sandstone (SST)
739,1,7.73015,2.40091,102.826,368.581,-89.6928,63.6975,Fine grained sandstone with shale laminae,Barakar,Sandstone (SST)
741,1,7.7355,2.38602,84.8526,239.653,-78.8827,57.8578,Coarse grained sandstone,Barakar,Sandstone (SST)
742.52,1,7.74083,2.28623,84.159,281.667,-67.9285,75.3782,"Coarse grained sandstone with shale bands, quartzatic",Barakar,Sandstone (SST)
744,1,7.74886,2.51608,78.722,256.98,-88.5397,163.87,Intercalation Sand=Shale,Barakar,Sandstone (SST)
746.4,1,7.76863,2.49038,62.3738,160.539,-79.6446,172.866,"Sandy shale, Micaceous",Barakar,ss
747,1,7.76489,2.39209,58.4726,167.256,-75.0735,162.972,Intercalation Sand=Shale,Barakar,Sandstone (SST)
747.6,1,7.75794,2.22033,76.8178,164.805,-58.3539,133.774,Sandy Shale,Barakar,ss
749.23,1,7.76061,2.14471,66.8324,176.356,-77.6885,101.88,"Fine grained samdstone with streaks of coal, micaceous",Barakar,Sandstone (SST)
749.33,1,7.76061,2.20401,71.8428,198.554,-77.6885,101.876,Coal,Barakar,coal
750,1,7.75901,2.27923,46.1186,191.116,-61.7513,67.7403,Sandy Shale,Barakar,ss
750.51,1,7.76382,2.52989,57.5485,195.783,-61.7513,147.681,Intercalation Sand=Shale,Barakar,Sandstone (SST)
