DEPT[M],CALP[CM],DENS[G/C,NGAMMA[A,RES[OHM-,SPR[OHM],SP[MV]
8.48,12.49,3.46499,106.052,1.1502,17.3996,-106.301
8.5,12.49,3.48496,106.047,1.05021,17.5996,-105.751
8.52,12.49,3.52492,107.347,1.00001,17.7996,-105.201
8.54,12.49,3.58489,108,0.9502,17.9996,-104.651
8.56,12.49,3.65987,106.904,0.949809,18.1996,-104.251
8.58,12.49,3.72991,102.812,0.950193,18.3498,-104.1
8.6,12.49,3.79488,98.954,0.949809,18.4498,-104.249
8.62,12.49,3.84495,97.2535,0.999993,18.5498,-104.549
8.64,12.49,3.87495,98.4918,0.9502,18.6,-105.198
8.66,12.49,3.89996,97.7113,0.949807,18.6,-106.248
8.68,12.49,3.90501,93.7548,0.99999,18.6,-107.646
8.7,12.49,3.88504,95.7379,1,18.6,-109.396
8.72,12.485,3.83011,98.152,1.0498,18.6,-111.147
8.74,12.48,3.73516,99.5917,1.09999,18.5502,-113.444
8.76,12.48,3.60522,98.1636,1.1,18.4502,-116.195
8.78,12.48,3.44027,98.7839,1.1498,18.3004,-118.944
8.8,12.48,3.25529,107.88,1.19999,18.1004,-122.093
8.82,12.48,3.07527,111.504,1.2,17.9004,-125.244
8.84,12.48,2.92022,112.989,1.1502,17.7004,-128.542
8.86,12.485,2.80515,112.762,1.14981,17.5004,-131.744
8.88,12.495,2.74007,115.079,1.15019,17.3502,-134.295
8.9,12.505,2.72997,117.511,1.05021,17.3,-136.595
8.92,12.51,2.75995,112.708,1.00001,17.3,-138.397
8.94,12.51,2.81987,112.793,0.9502,17.3,-139.747
8.96,12.51,2.8949,114.7,0.850207,17.3,-140.649
8.98,12.515,2.97486,118.236,0.80001,17.3,-140.95
9,12.515,3.05988,117.965,0.8,17.3,-140.851
9.02,12.51,3.14486,115.744,0.7502,17.3498,-140.451
9.04,12.51,3.22988,119.74,0.749807,17.3502,-139.951
9.06,12.51,3.30987,121.95,0.750191,17.3,-139.401
9.08,12.51,3.38489,121.8,0.749807,17.3,-138.801
9.1,12.505,3.45489,120.107,0.79999,17.3,-138.251
9.12,12.5,3.51492,119.994,0.8,17.3,-138
9.14,12.5,3.5699,123.193,0.8,17.2502,-138
9.16,12.505,3.61495,123.356,0.8,17.2,-137.851
9.18,12.515,3.63498,121.253,0.8,17.2,-137.65
9.2,12.52,3.62504,118.658,0.8498,17.1502,-137.5
9.22,12.52,3.59006,115.555,0.89999,17.1,-137.45
9.24,12.52,3.5401,113.603,0.9,17.1,-137.45
9.26,12.52,3.49006,112.701,0.9,17.1,-137.251
9.28,12.52,3.45505,110.708,0.9,17.1,-136.951
9.3,12.515,3.43003,109.249,0.850198,17.1,-136.7
9.32,12.51,3.41003,109.152,0.80001,17.1,-136.55
9.34,12.515,3.39003,107.654,0.8,17.1,-136.351
9.36,12.52,3.38,108.144,0.8,17.1,-135.951
9.38,12.52,3.37502,108.355,0.8,17.1,-135.351
9.4,12.52,3.36501,108.544,0.8,17.1,-134.751
9.42,12.52,3.35003,108.556,0.8,17.1,-134.251
9.44,12.515,3.32006,107.449,0.8,17.1,-133.701
9.46,12.51,3.26511,109.792,0.8498,17.1,-133.002
9.48,12.505,3.20009,110.754,0.89999,17.1,-132.301
9.5,12.505,3.13511,107.011,0.8502,17.0502,-131.9
9.52,12.51,3.0701,103.504,0.80001,17,-131.651
9.54,12.51,3.01508,104.144,0.8,17,-131.201
9.56,12.51,2.98503,103.259,0.8,17,-130.601
9.58,12.51,3.00493,99.0079,0.8,17,-130.25
9.6,12.51,3.07487,93.963,0.8,17,-130.2
9.62,12.51,3.18978,92.9916,0.8,17,-130.2
9.64,12.515,3.3248,93.8052,0.8,17,-130.399
9.66,12.52,3.44981,88.5656,0.8,17,-130.899
9.68,12.52,3.54987,87.3401,0.8498,17,-131.549
9.7,12.52,3.62489,89.9,0.850193,17.0498,-132.099
9.72,12.52,3.67495,93.0868,0.80001,17.1,-132.599
9.74,12.52,3.69996,93.8597,0.8,17.1,-133.448
9.76,12.52,3.69504,90.2546,0.8,17.1,-134.398
9.78,12.52,3.66006,91.74,0.7502,17.1,-135.248
9.8,12.515,3.62006,94.7975,0.70001,17.1,-136.049
9.82,12.51,3.58007,98.5867,0.7,17.1498,-136.749
9.84,12.51,3.55501,101.949,0.7,17.2,-137.349
9.86,12.505,3.54003,101.054,0.7,17.2,-137.6
9.88,12.5,3.51006,101.843,0.7,17.2,-137.6
9.9,12.505,3.46508,104.347,0.6502,17.2,-137.6
9.92,12.51,3.41508,104.602,0.600007,17.2,-137.6
9.94,12.51,3.37007,102.706,0.6498,17.2,-137.55
9.96,12.515,3.35499,98.4118,0.699993,17.1502,-137.55
9.98,12.52,3.36998,97.0941,0.7,17.1,-137.65
10,12.52,3.40991,97.5544,0.7,17.1,-137.8
10.02,12.52,3.46991,95.6532,0.7,17.0502,-138
10.04,12.52,3.53489,94.6013,0.7498,17,-138.349
10.06,12.52,3.5999,92.0093,0.750191,17,-138.899
10.08,12.52,3.65492,89.9991,0.700007,17,-139.499
10.1,12.52,3.69495,88.9055,0.7,17,-140.298
10.12,12.52,3.71996,89.6914,0.7,17,-141.198
10.14,12.52,3.72502,91.302,0.6502,17,-142.048
10.16,12.52,3.72498,92.0447,0.600007,17,-142.799
10.18,12.515,3.72502,92.4038,0.6,16.9502,-143.299
10.2,12.505,3.71999,91.7487,0.6,16.9,-143.799
10.22,12.5,3.70504,92.6975,0.6,16.9,-144.2
10.24,12.505,3.65511,91.8557,0.6,16.9,-144.35
10.26,12.515,3.5851,93.7868,0.649802,16.8502,-144.5
10.28,12.52,3.50514,92.7174,0.69999,16.8,-144.7
10.3,12.52,3.43008,90.0933,0.7,16.7502,-144.85
10.32,12.52,3.35514,90.8542,0.7,16.7,-144.85
10.34,12.52,3.28507,90.8457,0.650198,16.7,-144.7
10.36,12.52,3.2301,91.4022,0.550207,16.6502,-144.6
10.38,12.525,3.19003,85.2723,0.500007,16.6,-144.55
10.4,12.53,3.18,81.1453,0.5,16.6,-144.4
10.42,12.53,3.18998,82.3508,0.5,16.6,-144.35
10.44,12.53,3.22991,81.7514,0.5,16.6,-144.5
10.46,12.53,3.28992,78.5117,0.5,16.6,-144.65
10.48,12.53,3.36984,74.3058,0.5,16.6,-144.75
10.5,12.53,3.45988,72.5022,0.5,16.6,-144.85
10.52,12.525,3.55482,72.0001,0.5,16.6,-145.249
10.54,12.52,3.64489,71.0538,0.5,16.6,-145.849
10.56,12.525,3.71987,69.8512,0.5,16.5502,-146.449
10.58,12.525,3.78492,73.5342,0.5498,16.5,-147.348
10.6,12.515,3.83492,78.1466,0.59999,16.5,-148.448
10.62,12.51,3.87993,77.2561,0.6,16.5,-149.598
10.64,12.51,3.89502,78.8875,0.6,16.5,-150.598
10.66,12.51,3.88501,81.8007,0.6,16.5,-151.498
10.68,12.515,3.86505,84.986,0.6,16.4502,-152.448
10.7,12.525,3.83504,88.0513,0.5502,16.4,-153.149
10.72,12.525,3.80006,86.1559,0.50001,16.3502,-153.599
10.74,12.52,3.75009,89.979,0.5,16.3,-153.949
10.76,12.515,3.69008,92.8587,0.5,16.3,-154.2
10.78,12.51,3.61514,91.6455,0.5,16.3,-154.35
10.8,12.515,3.52514,90.8579,0.450198,16.2502,-154.4
10.82,12.52,3.43514,87.3562,0.40001,16.2,-154.35
10.84,12.52,3.35012,89.237,0.4,16.2,-154.35
10.86,12.525,3.27013,91.6531,0.449802,16.2,-154.45
10.88,12.53,3.2001,90.7499,0.499993,16.1502,-154.699
10.9,12.53,3.16502,90.7502,0.5,16.1,-155.099
10.92,12.53,3.15503,91.198,0.5,16.0502,-155.549
10.94,12.53,3.17492,93.6421,0.4502,16,-156.049
10.96,12.525,3.22493,95.1017,0.400007,15.9502,-156.549
10.98,12.52,3.28987,92.8073,0.4,15.9,-157.149
11,12.52,3.35991,90.9007,0.4,15.8502,-157.749
11.02,12.52,3.42489,91.7462,0.4,15.8,-158.199
11.04,12.52,3.48492,91.6043,0.4,15.7502,-158.5
11.06,12.515,3.5399,90.799,0.4,15.7,-158.65
11.08,12.505,3.58994,88.0622,0.4498,15.6502,-158.75
11.1,12.5,3.63491,85.399,0.49999,15.6,-158.651
11.12,12.5,3.65502,85.2521,0.5,15.6,-158.351
11.14,12.495,3.645,82.1105,0.5,15.6,-157.752
11.16,12.49,3.60013,82.6378,0.5,15.6,-156.902
11.18,12.495,3.5251,83.3094,0.5,15.6,-156.002
11.2,12.5,3.44514,84.9835,0.5,15.6,-154.803
11.22,12.5,3.36013,90.245,0.4502,15.6,-153.453
11.24,12.5,3.29508,92.1465,0.400007,15.6,-152.003
11.26,12.5,3.25505,94.5436,0.4,15.6,-150.553
11.28,12.505,3.23003,95.0041,0.4,15.6,-149.352
11.3,12.505,3.22,96.1413,0.4,15.6498,-148.402
11.32,12.5,3.22001,97.6526,0.4,15.7,-147.95
11.34,12.5,3.23994,96.9001,0.4,15.6502,-147.8
11.36,12.5,3.27994,96.9,0.4,15.6,-147.849
11.38,12.5,3.32991,97.1988,0.4,15.5502,-148.199
11.4,12.5,3.38991,96.8027,0.4,15.4502,-148.848
11.42,12.5,3.44991,95.3033,0.4,15.4,-149.698
11.44,12.5,3.50492,92.309,0.4,15.3502,-150.498
11.46,12.505,3.55492,89.9011,0.4,15.3,-151.298
11.48,12.51,3.60492,89.202,0.4,15.3,-151.999
11.5,12.505,3.65991,88.6005,0.4,15.3,-152.649
11.52,12.505,3.72489,87.8028,0.3502,15.3996,-153
11.54,12.51,3.78492,86.4527,0.300007,15.5498,-153
11.56,12.51,3.82495,85.9993,0.3,15.6996,-152.9
11.58,12.51,3.83501,87.6442,0.3,15.8996,-152.551
11.6,12.505,3.81505,89.4483,0.3,16.0498,-152.051
11.62,12.505,3.78006,88.9534,0.3,16.1996,-151.451
11.64,12.515,3.74505,88.9468,0.3,16.3996,-150.751
11.66,12.52,3.71505,88.9533,0.3,16.5498,-149.852
11.68,12.515,3.69003,90.4905,0.3,16.6996,-148.703
11.7,12.51,3.67003,94.9912,0.3498,16.8498,-147.602
11.72,12.51,3.66,97.8964,0.39999,16.9498,-146.353
11.74,12.505,3.66499,97.9529,0.4,17.0498,-145.003
11.76,12.5,3.68495,96.1046,0.4,17.1,-143.603
11.78,12.5,3.70498,95.7472,0.4,17.0502,-142.003
11.8,12.5,3.71,98.7908,0.4,16.9502,-140.553
11.82,12.5,3.70003,98.6594,0.4,16.8004,-139.004
11.84,12.5,3.68502,93.5112,0.4,16.5506,-137.503
11.86,12.5,3.67502,92.6431,0.4,16.3004,-136.153
11.88,12.5,3.67,95.4459,0.4,16.1004,-134.703
11.9,12.505,3.67997,96.3002,0.4,15.9004,-133.552
11.92,12.51,3.69499,94.5566,0.4,15.7004,-132.552
11.94,12.505,3.70997,93.8963,0.4,15.5502,-131.751
11.96,12.495,3.72997,96.4934,0.4,15.5,-131.251
11.98,12.485,3.75495,98.2989,0.4,15.4502,-131
12,12.48,3.78496,98.8984,0.4,15.4,-131.1
12.02,12.48,3.81993,101.292,0.4,15.4,-131.399
12.04,12.48,3.84997,103.449,0.4,15.4,-131.949
12.06,12.48,3.87495,102.455,0.4,15.4,-132.649
12.08,12.48,3.89997,103.442,0.4,15.4498,-133.548
12.1,12.48,3.91498,106.845,0.4,15.5498,-134.648
12.12,12.48,3.91501,109.195,0.4,15.6,-135.798
12.14,12.48,3.90003,108.358,0.4,15.6498,-137.197
12.16,12.48,3.87504,105.902,0.3502,15.7,-138.647
12.18,12.48,3.84006,108.288,0.30001,15.7,-140.146
12.2,12.48,3.80504,109.656,0.3,15.7,-141.747
12.22,12.48,3.77007,108.1,0.3498,15.6502,-143.147
12.24,12.48,3.74003,107.552,0.399993,15.6,-144.647
12.26,12.475,3.71007,108.992,0.4,15.5502,-145.998
12.28,12.47,3.68003,112.842,0.4,15.4502,-147.098
12.3,12.47,3.66502,110.616,0.4,15.4,-148.148
12.32,12.47,3.66498,107.596,0.4,15.4,-148.899
12.34,12.47,3.67499,109.995,0.350198,15.3502,-149.798
12.36,12.47,3.69994,115.483,0.349809,15.3,-150.748
12.38,12.47,3.73994,119.45,0.39999,15.3,-151.449
12.4,12.465,3.77994,115.764,0.350198,15.3,-152.149
12.42,12.46,3.81495,114.94,0.349807,15.3,-152.849
12.44,12.46,3.84495,120.338,0.39999,15.2502,-153.748
12.46,12.46,3.86498,124.295,0.3502,15.2,-154.599
12.48,12.46,3.87498,122.86,0.30001,15.1502,-155.199
12.5,12.46,3.88,120.599,0.3,15.0502,-155.699
12.52,12.46,3.88498,124.287,0.2502,15,-156.049
12.54,12.46,3.88502,129.343,0.200007,14.9502,-156.349
12.56,12.455,3.88996,127.564,0.2,14.9,-156.351
12.58,12.455,3.89502,123.403,0.2,14.8502,-156.001
12.6,12.46,3.89,122.8,0.2,14.8498,-155.501
12.62,12.46,3.88003,126.286,0.2,14.9,-154.951
12.64,12.46,3.86003,129.55,0.2,14.9,-154.451
12.66,12.46,3.84003,126.661,0.2498,14.9,-153.951
12.68,12.46,3.82003,124.698,0.29999,14.9498,-153.501
12.7,12.46,3.81,123.508,0.3,15,-153.101
12.72,12.46,3.81,122.397,0.3,15,-152.95
12.74,12.46,3.81498,119.963,0.3,15,-153
12.76,12.46,3.81003,117.298,0.349797,15,-153.1
12.78,12.46,3.79501,117.153,0.39999,15,-153.349
12.8,12.46,3.78003,117.994,0.4,15,-153.649
12.82,12.46,3.77,119.5,0.4,15,-153.9
12.84,12.46,3.76003,116.262,0.4,15,-154.1
12.86,12.46,3.74999,114.445,0.4,15,-154.349
12.88,12.46,3.73505,111.816,0.4,14.9502,-154.55
12.9,12.46,3.71003,108.199,0.4,14.8502,-154.65
12.92,12.46,3.69502,108.301,0.4,14.8,-154.75
12.94,12.46,3.69499,106.108,0.350198,14.7502,-154.75
12.96,12.46,3.71496,105.993,0.300007,14.6502,-154.7
12.98,12.46,3.74994,104.264,0.3,14.5502,-154.65
13,12.46,3.80489,99.9037,0.3,14.4502,-154.55
13.02,12.46,3.86492,101.192,0.3,14.3502,-154.5
13.04,12.46,3.91492,102.105,0.3,14.2502,-154.5
13.06,12.46,3.95495,103.191,0.3,14.1502,-154.5
13.08,12.455,3.97,105.848,0.3,14.0502,-154.55
13.1,12.45,3.97,107.644,0.3,13.9502,-154.65
13.12,12.45,3.96003,113.681,0.3,13.8502,-154.8
13.14,12.45,3.95,116.208,0.3,13.7502,-155
13.16,12.45,3.93505,116.391,0.3,13.6502,-155.2
13.18,12.45,3.91501,119.945,0.3,13.5502,-155.449
13.2,12.45,3.90003,123.142,0.3,13.4502,-155.749
13.22,12.45,3.88501,126.394,0.3,13.4,-156.099
13.24,12.45,3.87004,127.152,0.3,13.3502,-156.499
13.26,12.45,3.86499,129.887,0.3,13.3,-156.849
13.28,12.45,3.87997,134.245,0.3,13.3,-157.249
13.3,12.45,3.89997,136.097,0.3,13.2502,-157.649
13.32,12.45,3.92993,136.302,0.3,13.2,-158.049
13.34,12.45,3.95498,138.389,0.3,13.2,-158.549
13.36,12.45,3.96499,142.245,0.3,13.2498,-158.949
13.38,12.45,3.97997,142.254,0.3,13.3,-159.349
13.4,12.45,3.99997,138.859,0.3,13.3,-159.749
13.42,12.45,4.01997,134.708,0.3,13.3498,-160.099
13.44,12.45,4.03498,133.796,0.3,13.4,-160.449
13.46,12.45,4.03501,132.559,0.3,13.4498,-160.7
13.48,12.45,4.02003,127.86,0.3,13.5,-160.9
13.5,12.45,3.99505,124.305,0.3,13.5498,-161.05
13.52,12.45,3.97999,121.208,0.3,13.6,-161.15
13.54,12.455,3.95509,119.101,0.3,13.6498,-161.25
13.56,12.46,3.92999,116.56,0.3,13.7,-161.3
13.58,12.455,3.91007,114.499,0.3,13.7,-161.35
13.6,12.45,3.89996,114.502,0.3,13.7498,-161.3
13.62,12.45,3.89505,113.353,0.2502,13.8,-161.1
13.64,12.455,3.88498,113.646,0.20001,13.8498,-160.9
13.66,12.46,3.88003,114.899,0.2,13.9498,-160.651
13.68,12.46,3.87,116.395,0.2,14,-160.351
13.7,12.46,3.86502,115.658,0.2,14.0498,-159.951
13.72,12.46,3.85502,113.849,0.2,14.1498,-159.551
13.74,12.46,3.85,114.897,0.2,14.2,-159.201
13.76,12.46,3.84502,115.7,0.2,14.2498,-158.801
13.78,12.46,3.84,116.547,0.2,14.3,-158.451
13.8,12.46,3.84,116.703,0.2,14.3498,-158.101
13.82,12.46,3.84498,115.452,0.2,14.4,-157.9
13.84,12.46,3.85498,116.394,0.2,14.4498,-157.85
13.86,12.46,3.86,117.203,0.2,14.5,-157.9
13.88,12.46,3.86498,118.193,0.2,14.5,-158.05
13.9,12.46,3.87,118.306,0.2,14.5,-158.249
13.92,12.46,3.87,116.85,0.2,14.5,-158.5
13.94,12.46,3.87,121.482,0.2,14.5,-158.7
13.96,12.46,3.87,124.306,0.2,14.4502,-158.9
13.98,12.46,3.87,122.102,0.2,14.4,-159
14,12.46,3.87997,121.102,0.2,14.4,-159.1
14.02,12.46,3.89498,123.04,0.2,14.4,-159.3
14.04,12.46,3.90498,126.296,0.2,14.4,-159.5
14.06,12.46,3.91498,121.572,0.2,14.4498,-159.55
14.08,12.46,3.92499,115.752,0.2,14.5,-159.45
14.1,12.46,3.93997,117.442,0.2,14.5498,-159.4
14.12,12.455,3.95499,119.3,0.2,14.6498,-159.45
14.14,12.45,3.97495,116.71,0.2,14.7,-159.55
14.16,12.45,3.98502,112.109,0.2,14.7498,-159.401
14.18,12.45,3.97501,113.486,0.2,14.8498,-159.1
14.2,12.45,3.95505,116.352,0.2,14.9,-158.9
14.22,12.45,3.92505,114.804,0.2,14.9,-158.7
14.24,12.45,3.90502,111.759,0.2,14.9,-158.401
14.26,12.45,3.9,109.899,0.2,14.9,-157.851
14.28,12.445,3.90499,111.694,0.2,14.9,-157.201
14.3,12.44,3.92495,110.76,0.2,14.9,-156.701
14.32,12.44,3.94498,108.5,0.2,14.9,-156.201
14.34,12.44,3.95498,106.309,0.2,14.9,-155.601
14.36,12.44,3.96498,104.199,0.2,14.8502,-154.951
14.38,12.435,3.96502,103.404,0.2,14.8,-154.301
14.4,12.435,3.96,101.802,0.2,14.8,-153.851
14.42,12.43,3.95502,100.055,0.2,14.8,-153.401
14.44,12.3951,3.95997,99.4477,0.2,14.8498,-152.801
14.46,12.3351,3.97,101.694,0.2,14.9,-152.201
14.48,12.2801,3.97996,103.897,0.2,14.9,-151.452
14.5,12.25,3.98004,106.293,0.2498,14.9498,-150.651
14.52,12.235,3.98494,108.199,0.29999,15,-149.702
14.54,12.2101,3.98506,110.043,0.3,15,-148.502
14.56,12.1701,3.98993,111.401,0.3,15.0498,-147.352
14.58,12.135,4.00502,111.797,0.2502,15.1498,-145.555
14.6,12.1001,4,114.193,0.20001,15.2498,-143.304
14.62,12.0551,4.00997,115.75,0.2,15.3,-141.105
14.64,11.9851,4.02,115.252,0.2,15.3498,-138.406
14.66,11.8802,4.03494,113.356,0.2,15.3502,-135.556
14.68,11.7502,4.04003,112.747,0.2,15.2502,-132.258
14.7,11.6002,4.02501,114.944,0.2,15.1502,-128.806
14.72,11.4403,4.00505,115.105,0.2,15.0004,-125.806
14.74,11.2852,3.97505,112.406,0.2,14.8502,-122.308
14.76,11.1302,3.95003,109.606,0.2,14.7502,-118.906
14.78,10.9653,3.94,109.794,0.2,14.6502,-115.757
14.8,10.8102,3.93501,113.391,0.150203,14.6,-112.556
14.82,10.7001,3.91005,115.3,0.10001,14.6498,-109.855
14.84,10.6351,3.84513,114.004,0.0502026,14.7,-107.306
14.86,10.5901,3.72523,114.494,0.0000096,14.7,-105.353
14.88,10.555,3.56526,118.49,0,14.7498,-103.804
14.9,10.525,3.4202,121.696,-0.0497998,14.8996,-102.153
14.92,10.5,3.33508,123.147,-0.0999904,15.1992,-101.002
14.94,10.485,3.30501,123.152,-0.1,15.9478,-100.202
14.96,10.475,3.28005,124.542,-0.149802,17.4959,-99.4017
14.98,10.44,3.20515,130.036,-0.19999,20.3425,-98.5519
15,10.2305,3.05528,134.396,-0.2,24.7893,-97.7515
15.02,9.79591,2.85035,138.786,-0.2,30.3875,-97.2507
15.04,9.61987,2.65527,144.242,-0.2,36.786,-96.8012
15.06,10.0937,2.50522,147.046,-0.2,43.5857,-96.2013
15.08,10.8339,2.41508,151.386,-0.1502,49.9875,-95.6012
15.1,11.4641,2.37505,157.14,-0.0502098,55.5392,-95.0013
15.12,12.0939,2.36,162.637,0.199192,60.0916,-94.5506
15.14,12.7839,2.36499,170.232,0.79836,63.5438,-94.151
15.16,13.3144,2.38495,174.251,1.99674,66.195,-93.8004
15.18,13.5349,2.40997,177.585,4.19424,68.3958,-93.6004
15.2,13.575,2.43993,183.142,7.64159,70.1967,-93.4502
15.22,13.585,2.46997,183.954,12.1398,71.5974,-93.3502
15.24,13.595,2.49495,186.984,17.5378,72.7477,-93.3
15.26,13.605,2.51997,186.568,23.5371,73.7481,-93.3
15.28,13.605,2.53996,183.893,29.438,74.5485,-93.3
15.3,13.595,2.54501,185.75,34.9885,75.1489,-93.3996
15.32,13.585,2.52006,185.999,39.9405,75.649,-93.5996
15.34,13.575,2.48006,186.2,44.0421,76.1489,-93.7996
15.36,13.56,2.44007,181.319,47.5928,76.5493,-94.1988
15.38,13.54,2.41502,177.298,50.6941,76.8494,-94.7988
15.4,13.52,2.41498,178.05,53.2451,77.1494,-95.4983
15.42,13.5,2.41002,179.594,55.4456,77.3996,-96.3481
15.44,13.485,2.37009,178.56,57.3962,77.6494,-97.2481
15.46,13.475,2.29514,176.598,59.0469,77.9494,-98.3473
15.48,13.475,2.21012,179.292,60.5469,78.2494,-99.4979
15.5,13.485,2.12514,184.337,62.0469,78.649,-100.548
15.52,13.495,2.03514,186.204,63.5469,79.149,-101.648
15.54,13.5,1.94514,181.514,65.0967,79.7486,-102.598
15.56,13.5399,1.86013,179.644,66.846,80.4983,-103.548
15.58,13.7246,1.7901,179.208,68.7959,81.3481,-104.449
15.6,14.1392,1.74505,177.1,70.8456,82.2481,-105.149
15.62,14.7539,1.73498,173.763,72.9954,83.1481,-105.849
15.64,15.4887,1.74,169.106,75.1456,83.9983,-106.449
15.66,16.0643,1.74996,167.651,77.2954,84.6987,-106.999
15.68,16.0107,1.75502,162.57,79.3958,85.2987,-107.449
15.7,15.2666,1.75498,155.659,81.3461,85.8988,-107.799
15.72,14.2866,1.76498,152.754,83.1464,86.5983,-108.249
15.74,13.6157,1.76999,151.651,84.6971,87.4481,-108.699
15.76,13.5098,1.75504,151.002,85.9974,88.4975,-109.099
15.78,13.8393,1.7051,150.45,86.9485,89.7971,-109.499
15.8,14.3641,1.61517,150.599,87.3995,91.2468,-109.949
15.82,14.8942,1.50517,156.029,87.3506,92.7967,-110.449
15.84,15.3394,1.40016,157.763,86.7021,94.3966,-110.849
15.86,15.7493,1.3201,154.4,85.5029,95.9468,-111.149
15.88,16.1195,1.27505,152.259,83.8539,97.3473,-111.499
15.9,16.3398,1.26997,149.253,81.8544,98.5477,-111.8
15.92,16.4349,1.28499,153.381,79.7544,99.4485,-112
15.94,16.4898,1.31492,154.813,77.6046,100.049,-112.2
15.96,16.2506,1.35496,152.696,75.5042,100.25,-112.35
15.98,15.337,1.39492,149.667,73.7034,99.951,-112.5
16,14.1318,1.43994,148.139,72.2527,99.1024,-112.65
16.02,13.4106,1.48493,150.9,71.0523,97.5539,-112.8
16.04,13.23,1.53991,150.352,70.1515,95.3552,-112.95
16.06,13.225,1.60988,152.091,69.6506,92.6559,-113.1
16.08,13.23,1.70482,153.702,69.4004,89.6067,-113.349
16.1,13.2749,1.78991,157.233,69.3,86.2573,-113.6
16.12,13.4346,1.84491,162.644,69.3498,82.8569,-113.8
16.14,13.6297,1.86502,167.436,69.4996,79.6564,-114
16.16,13.7249,1.85501,172.742,69.849,76.6063,-114.2
16.18,13.74,1.84003,175.894,70.4486,73.7557,-114.4
16.2,13.7301,1.81504,179.441,71.2979,71.3047,-114.55
16.22,13.7849,1.76511,186.829,72.3976,69.1045,-114.6
16.24,14.1292,1.6951,192.796,73.6971,67.054,-114.65
16.26,14.8586,1.61016,193.5,75.0971,65.3532,-114.7
16.28,15.7984,1.52511,195.243,76.5966,63.9528,-114.7
16.3,16.6737,1.44515,197.448,78.1469,62.7025,-114.7
16.32,17.2494,1.37009,199.693,79.5473,61.6519,-114.7
16.34,17.5796,1.29514,197.366,80.7477,60.8017,-114.65
16.36,17.9044,1.22009,193.649,81.6485,60.0017,-114.6
16.38,18.1797,1.15511,194.299,82.1493,59.3013,-114.55
16.4,18.27,1.09507,193.205,82.3,58.7511,-114.4
16.42,18.27,1.02514,188.962,82.1506,58.3008,-114.25
16.44,18.27,0.935139,183.461,81.7012,57.9506,-113.951
16.46,18.27,0.860101,183.49,81.0017,57.7004,-113.551
16.48,18.27,0.825034,186.1,80.2017,57.6,-113.101
16.5,18.27,0.864882,186.747,79.4017,57.6498,-112.451
16.52,18.27,1.00472,190.587,78.6017,57.7996,-111.751
16.54,18.27,1.22958,197.335,77.9013,58.0992,-110.852
16.56,18.1702,1.50953,209.316,77.3012,58.5988,-109.902
16.58,17.5464,1.80954,216.105,76.7013,59.3481,-108.952
16.6,15.9433,2.09458,218.086,76.1013,60.2979,-107.902
16.62,13.8485,2.35458,227.028,75.4515,61.4473,-106.952
16.64,12.4613,2.56971,235.636,74.7514,62.7971,-105.952
16.66,12.0551,2.73476,243.033,74.0515,64.2967,-105.002
16.68,11.9901,2.84988,243.265,73.4013,65.9464,-104.202
16.7,11.9451,2.92986,240.198,72.7515,67.6464,-103.402
16.72,11.92,2.98495,240.851,72.2008,69.4461,-102.701
16.74,11.9,3,238.758,71.8506,71.3958,-102.051
16.76,11.8651,2.99501,232.02,71.6502,73.4954,-101.401
16.78,11.8051,2.96508,224.512,71.6996,75.7949,-100.851
16.8,11.7551,2.92505,220.207,72.049,78.2448,-100.301
16.82,11.74,2.89007,219.497,72.6486,80.7448,-99.8009
16.84,11.745,2.86501,215.719,73.4979,83.3444,-99.351
16.86,11.76,2.84006,208.163,74.4979,85.9944,-98.9009
16.88,11.78,2.80006,201.815,75.4979,88.5946,-98.5008
16.9,11.795,2.76505,198.799,76.5477,91.3439,-98.1506
16.92,11.805,2.73505,198.005,77.5481,94.1443,-97.9004
16.94,11.82,2.71501,194.459,78.498,96.7449,-97.7004
16.96,11.835,2.69505,191.204,79.5477,99.195,-97.5004
16.98,11.84,2.68498,189.852,80.6477,101.446,-97.3502
17,11.84,2.67505,191.193,81.7975,103.297,-97.2502
17.02,11.84,2.66,185.778,82.9975,104.747,-97.1502
17.04,11.84,2.65502,179,84.3469,105.898,-97.0004
17.06,11.845,2.65,177.757,85.8967,106.798,-96.8502
17.08,11.85,2.65,179.985,87.5464,107.449,-96.7502
17.1,11.845,2.64502,181.459,89.346,107.899,-96.6502
17.12,11.8201,2.64,173.373,91.3456,108.15,-96.5502
17.14,11.7651,2.62505,171.585,93.3959,108.2,-96.5
17.16,11.6851,2.59505,176.147,95.4954,108.1,-96.5
17.18,11.615,2.57502,176.8,97.6456,107.801,-96.5
17.2,11.4803,2.57,170.525,99.646,107.301,-96.5498
17.22,11.1507,2.57,165.944,101.447,106.701,-96.6498
17.24,10.7755,2.57498,175.717,102.997,106.151,-96.7996
17.26,10.5851,2.58,182.703,104.297,105.701,-97.0494
17.28,10.55,2.58,180.505,105.398,105.5,-97.2996
17.3,10.545,2.58499,179.002,106.348,105.749,-97.4996
17.32,10.54,2.59997,181.638,107.198,106.598,-97.7494
17.34,10.54,2.62495,184.899,107.998,108.096,-97.9996
17.36,10.54,2.64997,180.967,108.748,110.195,-98.1498
17.38,10.54,2.66997,177.697,109.399,112.894,-98.2498
