DEPT[M],GAM(NAT),CALIPER[,RES[OHM],RES(16N),DEN(CDL),RES(64N),SANG[DEG,SP[MV]
566.42,239.025,7.64177,59.9403,15.0274,2.39517,10.846,1.03208,113.938
566.44,237.642,7.64342,61.0972,15.1624,2.39967,10.8457,1.03208,113.938
566.46,223.813,7.64342,61.1008,15.1628,2.40453,10.8001,1.03208,113.938
566.48,209.985,7.64287,58.324,15.2527,2.40977,10.8456,1.06655,113.938
566.5,212.059,7.64287,54.2661,15.4329,2.41512,10.8457,1.06666,113.938
566.52,207.91,7.64287,54.2538,15.4335,2.42069,10.8913,1.06666,113.938
566.54,203.762,7.64232,51.9398,15.5234,2.42641,10.8915,1.06666,113.938
566.56,200.304,7.64342,51.9327,15.5237,2.43184,10.8915,1.06666,113.938
566.58,198.23,7.64342,51.7587,15.5237,2.43711,10.9372,1.06666,113.655
566.6,196.156,7.64342,53.4363,15.5687,2.44267,10.9372,1.06666,113.655
566.62,207.91,7.64506,53.4414,15.5688,2.44683,11.0285,1.06666,113.655
566.64,203.762,7.64506,55.3562,15.5237,2.44901,11.0287,1.06387,113.655
566.66,199.613,7.64616,55.3562,15.5237,2.45048,11.0744,1.06387,113.655
566.68,207.219,7.64616,56.5711,15.3438,2.45098,11.1201,1.0523,113.655
566.7,209.985,7.64671,56.5748,14.9834,2.44997,11.1203,1.05227,113.655
566.72,212.75,7.64671,56.5748,14.9823,2.44807,11.1203,1.05227,113.655
566.74,214.825,7.64671,56.0541,14.8924,2.44461,11.1203,1.05227,113.655
566.76,222.43,7.64725,56.0525,14.8921,2.43961,11.1203,1.05227,113.655
566.78,230.036,7.6478,55.1848,14.5773,2.43412,11.1203,1.05227,114.321
566.8,234.876,7.6478,54.083,14.3964,2.4274,11.1203,1.05227,114.323
566.82,239.025,7.64835,54.0797,14.3958,2.41897,11.2115,1.05227,114.323
566.84,243.173,7.64725,53.0384,14.3059,2.41005,11.2118,1.05134,114.323
566.86,249.396,7.64725,53.0352,14.3056,2.40071,11.1662,1.05133,114.323
566.88,250.779,7.64835,51.7626,14.1257,2.39052,11.166,1.05629,114.323
566.9,252.162,7.64835,50.0232,13.9003,2.37918,11.166,1.0563,114.323
566.92,243.865,7.64835,50.0179,13.8996,2.36835,11.166,1.0563,114.323
566.94,250.779,7.64835,48.3403,13.6747,2.3585,11.166,1.0563,114.323
566.96,257.694,7.6489,48.3352,13.674,2.34998,11.166,1.0563,114.323
566.98,255.619,7.6489,46.889,13.5391,2.34236,11.0748,1.0563,114.423
567,260.459,7.6489,45.7276,13.3588,2.33653,11.0745,1.0563,114.424
567.02,265.299,7.64835,45.724,13.3582,2.33126,11.1658,1.0563,114.424
567.04,259.768,7.64835,45.2034,13.1783,2.32638,11.166,1.04807,114.424
567.06,263.225,7.64999,45.2018,13.1778,2.32296,10.9379,1.04804,114.424
567.08,266.682,7.64835,44.7376,13.1327,2.31992,10.983,1.1002,114.424
567.1,267.374,7.64835,44.2748,13.1776,2.31766,10.983,1.1002,114.424
567.12,267.374,7.6489,44.2734,13.1778,2.31726,10.8005,1.1002,114.424
567.14,267.374,7.6489,44.0413,13.0875,2.31714,10.7999,1.1002,114.424
567.16,264.608,7.6489,44.0413,13.0875,2.31742,10.8912,1.1002,114.424
567.18,265.991,7.64945,44.157,13.0875,2.31917,10.709,1.1002,114.182
567.2,265.991,7.6489,44.7358,13.2674,2.32148,10.7084,1.1002,114.181
567.22,263.916,7.6489,44.7376,13.268,2.32382,10.754,1.1002,114.181
567.24,264.608,7.6489,45.4318,13.268,2.32639,10.7542,1.1002,114.181
567.26,265.299,7.6489,45.4339,13.268,2.32834,10.5717,1.1002,114.181
567.28,270.139,7.6489,46.0702,13.3579,2.33034,10.5711,1.23893,114.181
567.3,270.139,7.64725,46.7664,13.4032,2.33107,10.5711,1.23936,114.181
567.32,272.214,7.64945,46.7685,13.4033,2.33272,10.6167,1.23936,114.181
567.34,273.596,7.64945,47.8676,13.4933,2.33583,10.6169,1.23936,114.181
567.36,271.522,7.64999,47.871,13.4936,2.3386,10.5713,1.23936,114.181
567.38,270.139,7.64945,48.9701,13.5835,2.34078,10.6167,1.23936,114.06
567.4,260.459,7.64945,49.6676,13.4938,2.34287,10.6169,1.23936,114.06
567.42,257.693,7.64835,49.6698,13.4936,2.34371,10.5713,1.23936,114.06
567.44,253.545,7.6489,50.0747,13.6735,2.34486,10.5711,1.25673,114.06
567.46,251.471,7.6489,50.0759,13.674,2.3463,10.5255,1.25679,114.06
567.48,249.396,7.6489,49.7867,13.674,2.34733,10.7535,1.4214,114.06
567.5,247.322,7.64835,48.571,13.629,2.34854,10.7542,1.4219,114.06
567.52,254.236,7.64835,48.5673,13.6289,2.35049,10.6629,1.4219,114.06
567.54,257.002,7.6489,47.1789,13.6289,2.35257,10.6626,1.4219,114.06
567.56,261.842,7.64945,47.1747,13.6289,2.35552,10.6626,1.4219,114.06
567.58,262.534,7.64945,46.1882,13.7191,2.35927,10.6626,1.4219,113.938
567.6,263.225,7.6489,45.6676,13.6292,2.36406,10.6626,1.4219,113.938
567.62,258.385,7.64835,45.666,13.6289,2.36894,10.7539,1.4219,113.938
567.64,269.448,7.64835,45.4339,13.5387,2.37346,10.7542,1.46072,113.938
567.66,280.511,7.6489,45.4339,13.5387,2.37768,10.7086,1.46072,113.938
567.68,280.511,7.64945,45.2604,13.5837,2.3824,10.754,1.65788,113.938
567.7,285.351,7.64945,45.3755,13.4489,2.38704,10.7542,1.65848,113.938
567.72,290.191,7.64945,45.3759,13.4485,2.39164,10.6629,1.65848,113.938
567.74,294.34,7.6489,45.8965,13.4035,2.39525,10.6626,1.65848,113.938
567.76,296.414,7.6489,45.8981,13.4033,2.39793,10.7539,1.65848,113.938
567.78,298.488,7.64835,46.8815,13.1785,2.39932,10.6629,1.65848,113.918
567.8,302.637,7.64835,48.0415,13.1778,2.40003,10.6626,1.65848,113.918
567.82,297.105,7.64835,48.045,13.1778,2.39982,10.7083,1.65848,113.918
567.84,291.574,7.64945,48.9128,12.9979,2.39926,10.7084,1.69957,113.918
567.86,288.117,7.64999,48.9154,12.9973,2.39741,10.5715,1.69969,113.918
567.88,292.265,7.64999,49.7253,13.0423,2.39437,10.6624,1.82015,113.918
567.9,296.414,7.6489,50.422,12.9525,2.39154,10.6626,1.82052,113.918
567.92,291.574,7.64835,50.4241,12.9522,2.38769,10.5714,1.82052,113.918
567.94,282.585,7.64835,50.9447,13.0422,2.38292,10.5711,1.82052,113.918
567.96,273.596,7.64999,50.9463,13.0424,2.37828,10.6624,1.82052,113.918
567.98,287.425,7.64999,51.062,13.1774,2.37337,10.7539,1.82052,113.938
568,284.659,7.64999,50.831,13.3577,2.36832,10.7542,1.82052,113.938
568.02,281.894,7.6489,50.8303,13.3582,2.36437,10.7542,1.82052,113.938
568.04,289.499,7.6478,50.3675,13.5831,2.36086,10.7542,1.84103,113.938
568.06,292.265,7.6478,50.3661,13.5838,2.35748,10.9367,1.8411,113.938
568.08,295.031,7.64945,49.6698,13.7191,2.35579,10.8915,1.89455,113.938
568.1,298.488,7.6489,49.1491,14.034,2.35496,10.8915,1.89455,113.938
568.12,299.871,7.6489,49.1475,14.0349,2.35465,10.9827,1.89455,113.938
568.14,301.254,7.64835,48.7994,14.2154,2.35422,10.983,1.89455,113.938
568.16,303.328,7.6489,48.7994,14.2154,2.35484,10.8917,1.89455,113.938
568.18,294.34,7.6489,48.9729,14.4403,2.35614,10.9371,1.89455,113.777
568.2,285.351,7.6489,49.3784,14.5309,2.3569,10.9372,1.89455,113.776
568.22,286.042,7.6489,49.3796,14.5312,2.35821,10.8916,1.89455,113.776
568.24,293.648,7.6489,49.8424,14.5762,2.36039,10.8915,1.93498,113.776
568.26,301.254,7.64835,49.8438,14.5763,2.36327,10.9371,1.93511,113.776
568.28,292.265,7.64835,50.4802,14.6663,2.36636,10.8916,2.02168,113.776
568.3,289.5,7.64945,51.4077,14.6215,2.37003,10.8915,2.02195,113.776
568.32,286.734,7.6489,51.4105,14.6214,2.37318,10.9827,2.02195,113.776
568.34,276.362,7.6489,51.8154,14.5764,2.37686,10.983,2.02195,113.776
568.36,279.128,7.6489,51.8167,14.5763,2.38155,10.9374,2.02195,113.776
568.38,281.894,7.64945,51.6431,14.5313,2.38457,11.0741,2.02195,114.119
568.4,281.202,7.64945,50.4857,14.4412,2.38737,11.0745,2.02195,114.12
568.42,282.585,7.6489,50.4821,14.441,2.39016,11.0289,2.02195,114.12
568.44,283.968,7.64945,49.2094,14.306,2.39379,11.0287,2.04822,114.12
568.46,282.585,7.64945,49.2056,14.3056,2.39658,11.2112,2.0483,114.12
568.48,279.128,7.64945,48.1643,14.1257,2.39905,11.2118,2.0753,114.12
568.5,275.671,7.6489,47.5248,14.0802,2.402,11.2118,2.07539,114.12
568.52,279.128,7.6489,47.5228,14.08,2.40487,11.303,2.07539,114.12
568.54,271.522,7.64835,47.2914,13.9451,2.40714,11.3033,2.07539,114.12
568.56,263.916,7.64945,47.2907,13.9447,2.40853,11.3489,2.07539,114.12
568.58,265.991,7.64945,46.7685,14.08,2.40946,11.5321,2.07539,113.797
568.6,266.682,7.64999,46.5371,14.08,2.40929,11.5321,2.07539,113.797
568.62,267.374,7.64945,46.5364,14.08,2.4082,11.6234,2.07539,113.797
568.64,268.756,7.64945,46.0722,14.2154,2.40598,11.6237,2.10908,113.797
568.66,258.385,7.64999,46.0722,14.2154,2.4031,11.8062,2.10908,113.797
568.68,248.013,7.6489,46.1879,14.3053,2.40207,11.898,2.15079,113.797
568.7,243.173,7.6489,46.4775,14.3956,2.40172,11.8982,2.15091,113.797
568.72,240.408,7.64999,46.4784,14.3958,2.40202,12.1263,2.15091,113.797
568.74,237.642,7.64999,47.2882,14.5757,2.40203,12.127,2.15091,113.797
568.76,238.333,7.64999,47.2907,14.5763,2.40259,12.1727,2.15091,113.797
568.78,241.791,7.65054,48.0427,14.6663,2.40375,12.3097,2.15091,113.918
568.8,245.248,7.65054,48.1029,14.8464,2.40419,12.3101,2.15091,113.918
568.82,244.556,7.65054,48.1031,14.847,2.40448,12.3101,2.15091,113.918
568.84,245.939,7.65109,48.2188,14.9819,2.40516,12.3101,2.13943,113.918
568.86,254.928,7.65109,48.2191,14.9823,2.40577,12.5838,2.1394,113.918
568.88,254.928,7.65109,47.9877,15.2072,2.40646,12.4934,2.12931,113.918
568.9,263.916,7.65054,48.2184,15.3878,2.40796,12.4931,2.12928,113.918
568.92,257.002,7.65438,48.2191,15.3883,2.4112,12.5844,2.12928,113.918
568.94,258.385,7.65438,48.2191,15.5683,2.41632,12.5847,2.12928,113.918
568.96,262.534,7.6626,48.2191,15.5688,2.42278,12.5847,2.12928,113.918
568.98,266.682,7.65492,48.7398,15.4789,2.42826,12.539,2.12928,113.999
569,263.916,7.65492,49.0884,15.7934,2.43275,12.5389,2.12928,113.999
569.02,261.151,7.65492,49.0895,15.7944,2.43681,12.402,2.12928,113.999
569.04,266.682,7.65547,48.916,15.7944,2.44039,12.4016,2.09112,113.999
569.06,261.842,7.65547,48.9154,15.7944,2.44379,12.4472,2.091,113.999
569.08,259.768,7.65438,48.6833,15.7493,2.4468,12.2643,2.01582,113.999
569.1,259.076,7.65492,48.8569,15.6593,2.45024,12.2643,2.01582,113.999
569.12,255.619,7.65492,48.8574,15.659,2.45381,12.2187,2.01582,113.999
569.14,252.162,7.65602,49.6698,15.3883,2.45757,12.2186,2.01582,113.999
569.16,236.95,7.65547,49.6698,15.3883,2.46266,11.9905,2.01582,113.999
569.18,229.345,7.65547,51.0003,15.2084,2.46906,11.8073,2.01582,114.12
569.2,221.739,7.65657,53.1447,15.1629,2.47625,11.8067,2.01582,114.12
569.22,232.11,7.65657,53.1513,15.1628,2.48318,11.7155,2.01582,114.12
569.24,229.345,7.65657,55.3495,15.2527,2.48954,11.7152,1.9456,114.12
569.26,226.579,7.65821,55.3562,15.253,2.49304,11.7152,1.94538,114.12
569.28,221.739,7.65657,57.3809,15.208,2.49605,11.5783,1.84915,114.12
569.3,218.973,7.65657,57.9078,15.2978,2.49912,11.5779,1.84885,114.12
569.32,216.207,7.65712,57.9094,15.2981,2.5018,11.3498,1.84885,114.12
569.34,207.219,7.65821,54.9591,15.2082,2.50376,11.3491,1.84885,114.12
569.36,205.144,7.65821,54.9501,15.2079,2.50524,11.3491,1.84885,114.12
569.38,203.07,7.65712,49.628,15.2529,2.5061,11.2122,1.84885,114.161
569.4,207.219,7.65767,45.3888,15.0731,2.50664,11.2118,1.84885,114.161
569.42,207.91,7.65767,45.3759,15.0726,2.50701,11.2118,1.84885,114.161
569.44,208.602,7.65876,43.5247,15.0276,2.50693,11.2118,1.82233,114.161
569.46,224.505,7.66041,43.5191,15.0274,2.50538,11.0749,1.82225,114.161
569.48,229.345,7.66041,42.9406,14.9825,2.50213,11.2114,1.70797,114.161
569.5,234.185,7.66095,43.0545,14.8474,2.49698,11.2118,1.70762,114.161
569.52,234.876,7.66095,43.0549,14.847,2.48987,11.1206,1.70762,114.161
569.54,237.642,7.66041,43.5176,14.6671,2.48077,11.1203,1.70762,114.161
569.56,240.408,7.6615,43.5191,14.6665,2.47325,11.1203,1.70762,114.161
569.58,241.099,7.6615,44.1573,14.2605,2.46599,11.0287,1.70762,114.181
569.6,249.396,7.6615,44.7358,13.9457,2.45868,11.0287,1.70762,114.181
569.62,257.693,7.66095,44.7376,13.9447,2.45116,11.0744,1.70762,114.181
569.64,259.076,7.66095,45.2018,13.4936,2.4445,11.0745,1.67713,114.181
569.66,258.385,7.66095,45.2018,13.4936,2.4382,10.9376,1.67713,114.181
569.68,257.693,7.66205,45.7224,13.0888,2.43153,10.9372,1.5268,114.181
569.7,251.471,7.66205,46.2447,12.8177,2.42464,10.9372,1.52634,114.181
569.72,253.545,7.66205,46.2463,12.8169,2.4179,10.7091,1.52634,114.181
569.74,255.619,7.66315,46.3619,12.457,2.41048,10.7084,1.52634,114.181
569.76,244.556,7.66315,46.3623,12.4559,2.40283,10.8453,1.52634,114.181
569.78,245.248,7.66369,46.3045,12.1411,2.39488,10.7088,1.52634,114.524
569.8,245.939,7.66315,46.015,11.9153,2.38744,10.7084,1.52634,114.525
569.82,243.173,7.66315,46.0142,11.9146,2.38105,10.7084,1.52634,114.525
569.84,254.928,7.66369,45.4935,11.7347,2.37636,10.7084,1.50715,114.525
569.86,266.682,7.66534,45.4919,11.7341,2.37151,10.7084,1.5071,114.525
569.88,272.905,7.66534,45.1448,11.4643,2.36675,10.7084,1.40626,114.525
569.9,274.979,7.66479,45.0859,11.2386,2.36146,10.7084,1.40595,114.525
569.92,277.054,7.66369,45.0857,11.2379,2.35572,10.6172,1.40595,114.525
569.94,276.362,7.66369,45.0279,11.058,2.34972,10.6169,1.40595,114.525
569.96,281.202,7.66424,45.0277,11.0574,2.34359,10.7081,1.40595,114.525
569.98,286.042,7.66479,44.7385,10.9675,2.33868,10.5259,1.40595,114.505
570,286.042,7.66479,44.3905,10.8772,2.33469,10.5254,1.40595,114.505
570.02,285.351,7.66479,44.3894,10.877,2.33024,10.571,1.40595,114.505
570.04,284.659,7.66369,44.2159,10.832,2.3266,10.5711,1.39902,114.505
570.06,291.574,7.66369,44.2154,10.8318,2.32373,10.5255,1.399,114.505
570.08,290.882,7.66479,44.4475,11.0123,2.32159,10.4796,1.37067,114.505
570.1,290.191,7.66479,44.5053,11.1023,2.32041,10.4796,1.37067,114.505
570.12,297.105,7.66479,44.5055,11.1025,2.32029,10.3884,1.37067,114.505
570.14,286.734,7.66315,44.1573,11.1476,2.32001,10.3881,1.37067,114.505
570.16,276.362,7.66479,44.1573,11.1476,2.31948,10.4337,1.37067,114.505
570.18,269.448,7.66479,43.8102,11.2376,2.31879,10.3426,1.37067,114.263
570.2,260.459,7.66479,42.7101,11.4178,2.31882,10.3423,1.37067,114.262
570.22,259.768,7.66424,42.7067,11.4183,2.32032,10.4336,1.37067,114.262
570.24,263.916,7.66424,41.839,11.5533,2.32273,10.4338,1.38875,114.262
570.26,265.299,7.66424,41.8363,11.5537,2.32588,10.3882,1.38881,114.262
570.28,266.682,7.66534,41.2,11.5537,2.32838,10.3425,1.46573,114.262
570.3,265.299,7.66534,41.1402,11.7336,2.33023,10.3423,1.46597,114.262
570.32,267.374,7.66479,41.14,11.7341,2.33269,10.3423,1.46597,114.262
570.34,269.448,7.66369,40.8508,11.7791,2.33526,10.3423,1.46597,114.262
570.36,260.459,7.66369,40.8499,11.7792,2.33783,10.3879,1.46597,114.262
570.38,254.236,7.66534,40.9077,11.7343,2.3415,10.3425,1.46597,114.322
570.4,253.545,7.66479,40.6187,11.7341,2.345,10.3423,1.46597,114.323
570.42,248.705,7.66479,40.6178,11.7341,2.34749,10.3879,1.46597,114.323
570.44,248.013,7.66479,40.5599,11.6442,2.34962,10.3881,1.46955,114.323
570.46,251.471,7.66424,40.5598,11.6439,2.35218,10.2968,1.46956,114.323
570.48,257.002,7.66424,40.4441,11.5989,2.35524,10.3878,1.54522,114.323
570.5,262.534,7.66534,40.328,11.4639,2.3585,10.3881,1.54545,114.323
570.52,262.534,7.66534,40.3277,11.4634,2.36059,10.2512,1.54545,114.323
570.54,259.076,7.66534,40.4434,11.5084,2.36154,10.2508,1.54545,114.323
570.56,252.853,7.66424,40.4437,11.5086,2.36148,10.3877,1.54545,114.323
570.58,246.631,7.66534,40.5598,11.5086,2.36189,10.2508,1.54545,114.484
570.6,246.631,7.66534,40.3284,11.5086,2.36278,10.2508,1.54545,114.484
570.62,241.79,7.66479,40.3277,11.5086,2.3632,10.342,1.54545,114.484
570.64,236.259,7.66534,39.8635,11.4183,2.3629,10.3423,1.55173,114.484
570.66,243.865,7.66534,39.8635,11.4183,2.36205,10.2967,1.55173,114.484
570.68,251.471,7.66369,39.285,11.5533,2.35978,10.4334,1.57287,114.484
570.7,244.556,7.66534,38.994,11.5986,2.35689,10.4338,1.57293,114.484
570.72,248.013,7.66534,38.9931,11.5988,2.35413,10.3882,1.57293,114.484
570.74,251.471,7.66479,38.9931,11.5538,2.35172,10.3881,1.57293,114.484
570.76,254.236,7.66424,38.9931,11.5537,2.34994,10.3425,1.57293,114.484
570.78,250.088,7.66424,39.0509,11.6436,2.34829,10.3879,1.57293,114.142
570.8,245.939,7.66424,39.2246,11.8238,2.34602,10.3881,1.57293,114.141
570.82,243.865,7.66479,39.2252,11.8244,2.34433,10.3425,1.57293,114.141
570.84,245.939,7.66479,39.5144,11.9143,2.34336,10.3423,1.57085,114.141
570.86,248.013,7.66588,39.5153,11.9146,2.34412,10.4792,1.57085,114.141
570.88,250.088,7.66369,39.9781,11.9146,2.34465,10.434,1.57615,114.141
570.9,253.545,7.66369,40.6158,12.1395,2.34464,10.4338,1.57616,114.141
570.92,257.002,7.66424,40.6178,12.1401,2.34567,10.5707,1.57616,114.141
570.94,259.768,7.66479,41.2541,12.2751,2.34769,10.5711,1.57616,114.141
570.96,248.705,7.66479,41.2561,12.2755,2.35058,10.5711,1.57616,114.141
570.98,237.642,7.66479,42.2973,12.2755,2.35468,10.6167,1.57616,114.463
571,241.791,7.66534,43.1683,12.2305,2.35976,10.6169,1.57616,114.464
571.02,230.728,7.66534,43.1709,12.2304,2.36541,10.5256,1.57616,114.464
571.04,219.665,7.66534,44.1543,12.3203,2.37098,10.5254,1.56674,114.464
571.06,207.91,7.66534,44.1573,12.3206,2.37556,10.6622,1.56671,114.464
571.08,210.676,7.66534,45.0857,12.2304,2.37987,10.4796,1.50451,114.464
571.1,213.442,7.66534,46.1849,12.0954,2.38537,10.4796,1.50451,114.464
571.12,207.91,7.66479,46.1882,12.095,2.39154,10.6165,1.50451,114.464
571.14,208.602,7.66479,47.1747,12.2304,2.39835,10.6169,1.50451,114.464
571.16,209.293,7.66479,47.1747,12.2304,2.40369,10.6169,1.50451,114.464
571.18,205.836,7.66479,47.5218,12.0954,2.40911,10.7081,1.50451,114.484
571.2,202.379,7.66479,46.5972,12.0501,2.41503,10.7084,1.50451,114.484
571.22,198.922,7.66369,46.5944,12.0499,2.42022,10.6172,1.50451,114.484
571.24,195.464,7.66369,44.2226,11.87,2.42515,10.6169,1.49185,114.484
571.26,203.762,7.66479,44.2154,11.8695,2.43014,10.7081,1.49181,114.484
571.28,212.059,7.66424,41.8436,11.8245,2.43393,10.6172,1.37313,114.484
571.3,209.293,7.66424,40.6215,11.6444,2.43653,10.6169,1.37277,114.484
571.32,220.356,7.66534,40.6178,11.6439,2.43779,10.7081,1.37277,114.484
571.34,231.419,7.66534,40.5021,11.5539,2.43916,10.7084,1.37277,114.484
571.36,236.95,7.66534,40.5017,11.5537,2.44072,10.5715,1.37277,114.484
571.38,234.185,7.66479,40.5596,11.3738,2.44143,10.7536,1.37277,114.424
571.4,231.419,7.66424,40.9647,11.2833,2.4405,10.7542,1.37277,114.424
571.42,240.408,7.66424,40.9659,11.283,2.43734,10.7086,1.37277,114.424
571.44,241.79,7.66424,41.0816,11.1481,2.4315,10.7084,1.35853,114.424
571.46,243.173,7.66479,41.082,11.1476,2.42522,10.7084,1.35849,114.424
571.48,246.631,7.66479,41.1977,11.0577,2.41904,10.6172,1.16334,114.424
571.5,245.248,7.66479,41.3716,11.0124,2.41275,10.6169,1.16274,114.424
571.52,243.865,7.66479,41.3721,11.0123,2.40656,10.7081,1.16274,114.424
571.54,245.939,7.66479,41.3721,11.0123,2.40047,10.7084,1.16274,114.424
571.56,245.248,7.66479,41.3721,11.0123,2.39342,10.7084,1.16274,114.424
571.58,244.556,7.66479,41.5462,11.0574,2.3865,10.6169,1.16274,114.201
571.6,248.013,7.66479,41.4305,11.1024,2.37949,10.6169,1.16274,114.201
571.62,250.088,7.66424,41.4301,11.1025,2.37357,10.48,1.16274,114.201
571.64,252.162,7.66534,41.3141,11.2379,2.36752,10.4796,1.16197,114.201
571.66,254.236,7.66534,41.3141,11.2379,2.36151,10.5252,1.16197,114.201
571.68,261.842,7.66479,41.1984,11.3278,2.35627,10.3429,0.994749,114.201
571.7,269.448,7.66479,41.2559,11.4181,2.35273,10.3423,0.994238,114.201
571.72,264.608,7.66479,41.2561,11.4183,2.35165,10.2967,0.994238,114.201
571.74,262.534,7.66588,41.7767,11.5083,2.35349,10.2965,0.994238,114.201
571.76,260.459,7.66479,41.7783,11.5086,2.35597,10.2053,0.994238,114.201
571.78,256.311,7.66479,42.1832,11.6435,2.35822,10.205,0.994238,114.504
571.8,259.076,7.66479,42.8787,11.7338,2.36073,10.205,0.994238,114.505
571.82,261.842,7.66534,42.8808,11.7341,2.36288,10.0682,0.994238,114.505
571.84,264.608,7.66534,43.1122,11.7791,2.36449,10.0677,1.00512,114.505
571.86,258.385,7.66588,43.1129,11.7792,2.36717,9.88524,1.00516,114.505
571.88,252.162,7.66588,42.7658,11.8692,2.37046,9.79344,0.872805,114.505
571.9,251.471,7.66588,41.7813,11.7795,2.37457,9.79316,0.8724,114.505
571.92,245.248,7.66424,41.7783,11.7792,2.37794,9.74754,0.8724,114.505
571.94,239.025,7.66588,41.1998,11.8242,2.38102,9.7474,0.8724,114.505
571.96,230.728,7.66588,41.198,11.8244,2.38355,9.65615,0.8724,114.505
571.98,221.739,7.66588,40.7353,11.7344,2.38591,9.61025,0.8724,114.989
572,219.665,7.66534,40.3867,11.7791,2.38682,9.61011,0.8724,114.99
572.02,223.813,7.66534,40.3857,11.7792,2.38618,9.51887,0.8724,114.99
572.04,228.653,7.66369,40.3857,11.7792,2.38412,9.51859,0.90903,114.99
572.06,234.185,7.66588,40.3857,11.7792,2.38226,9.38172,0.909142,114.99
572.08,241.099,7.66588,40.4437,11.8244,2.3806,9.51859,0.828618,114.99
572.1,243.865,7.66534,40.5594,11.7344,2.37787,9.51859,0.828618,114.99
572.12,245.939,7.66479,40.5598,11.7341,2.37503,9.38172,0.828618,114.99
572.14,249.396,7.66479,40.2116,11.8695,2.37194,9.3813,0.828618,114.99
572.16,259.076,7.66534,40.2116,11.8695,2.36737,9.33568,0.828618,114.99
572.18,265.299,7.66534,39.9802,11.8695,2.36161,9.24429,0.828618,114.688
572.2,267.374,7.66534,39.6903,11.7795,2.35495,9.24401,0.828618,114.687
572.22,269.448,7.66479,39.6894,11.7792,2.34885,9.38088,0.828618,114.687
572.24,274.979,7.66534,39.9786,11.6443,2.34355,9.3813,0.878368,114.687
572.26,284.659,7.66534,39.9795,11.6439,2.33931,9.29005,0.87852,114.687
572.28,294.34,7.66588,40.3844,11.5539,2.3357,9.42664,0.756558,114.687
572.3,296.414,7.66479,41.3691,11.4187,2.33278,9.42706,0.756184,114.687
572.32,288.117,7.66479,41.3721,11.4183,2.33056,9.33582,0.756184,114.687
572.34,279.819,7.66479,42.5869,11.2834,2.32834,9.33554,0.756184,114.687
572.36,277.054,7.66479,42.5907,11.283,2.32597,9.47241,0.756184,114.687
572.38,270.139,7.66479,44.0369,11.0581,2.32321,9.51845,0.756184,114.687
572.4,263.225,7.66479,45.6032,11.0124,2.3202,9.51859,0.756184,114.687
572.42,259.076,7.66588,45.608,11.0123,2.31754,9.56421,0.756184,114.687
572.44,255.619,7.66588,46.4757,10.7874,2.31557,9.56435,0.831473,114.687
572.46,252.162,7.66534,46.4784,10.7867,2.3147,9.51873,0.831703,114.687
572.48,245.939,7.66479,47.0568,10.6068,2.31544,9.65546,0.792388,114.687
572.5,245.939,7.66479,46.9429,10.3814,2.31721,9.65587,0.792268,114.687
572.52,245.939,7.66534,46.9426,10.3807,2.3187,9.61025,0.792268,114.687
572.54,241.79,7.66534,46.3641,10.3807,2.31933,9.61011,0.792268,114.687
572.56,240.408,7.66424,46.3623,10.3807,2.31943,9.65574,0.792268,114.687
572.58,239.025,7.66534,45.724,10.3356,2.31867,9.61011,0.792268,114.768
572.6,229.345,7.66479,45.0877,10.2906,2.31774,9.61011,0.792268,114.768
572.62,227.962,7.66479,45.0857,10.2905,2.31633,9.74698,0.792268,114.768
572.64,226.579,7.66424,44.9117,10.4258,2.31533,9.7474,0.837213,114.768
572.66,225.888,7.66369,44.9117,10.4258,2.31441,9.61053,0.837213,114.768
572.68,230.036,7.66369,44.8538,10.5158,2.31395,9.61011,0.813112,114.768
572.7,234.185,7.66424,44.7958,10.516,2.31498,9.61011,0.813038,114.768
572.72,236.95,7.66424,44.7956,10.516,2.31557,9.56449,0.813038,114.768
572.74,232.11,7.66479,44.9692,10.561,2.31538,9.56435,0.813038,114.768
572.76,227.27,7.66424,44.9697,10.5612,2.31438,9.51873,0.813038,114.768
572.78,230.728,7.66424,45.0275,10.5612,2.3121,9.47297,0.813038,114.768
572.8,230.036,7.66588,44.9699,10.6961,2.3092,9.47283,0.813038,114.768
572.82,229.345,7.66369,44.9697,10.6965,2.30614,9.51845,0.813038,114.768
572.84,225.196,7.66369,44.6805,10.6515,2.30287,9.51859,0.807685,114.768
572.86,227.962,7.66315,44.6796,10.6514,2.29972,9.56421,0.807669,114.768
572.88,230.728,7.66424,44.4482,10.7413,2.29689,9.51873,0.809632,114.768
572.9,241.79,7.66424,43.869,10.9665,2.29371,9.51859,0.809638,114.768
572.92,248.013,7.66479,43.8672,10.9672,2.29076,9.51859,0.809638,114.768
572.94,254.236,7.66479,43.4044,11.0571,2.2877,9.51859,0.809638,114.768
572.96,257.694,7.66479,43.403,11.0574,2.28407,9.56421,0.809638,114.768
572.98,254.928,7.66369,42.8245,11.2373,2.27973,9.70122,0.809638,115.091
573,252.162,7.66369,42.4178,11.3728,2.2754,9.70164,0.809638,115.092
573.02,254.236,7.66369,42.4166,11.3732,2.27202,9.61039,0.809638,115.092
573.04,258.385,7.66534,41.6645,11.4632,2.26984,9.61011,0.745973,115.092
573.06,262.534,7.66315,41.6622,11.4634,2.26924,9.65574,0.745779,115.092
573.08,267.374,7.66315,41.14,11.5988,2.27025,9.65587,0.778612,115.092
