DEPT[M],GAM(NAT),CALIPER[,RES[OHM],RES(16N),DEN(CDL),RES(64N),SANG[DEG,SP[MV]
160.26,88.9835,21.065,57.7333,23.1925,2.36696,19.4488,1.76763,10.7241
160.28,93.1321,21.0673,57.7353,23.1931,2.36969,19.449,1.76763,10.7241
160.3,93.1321,21.0673,57.7932,23.2381,2.37236,19.3577,1.76763,10.7241
160.32,92.4407,21.0667,57.7933,23.2382,2.37462,19.3575,1.76763,10.7241
160.34,95.8978,21.0667,57.6198,23.1482,2.37741,19.3119,1.76763,10.7241
160.36,93.8235,21.067,57.6192,23.1479,2.3788,19.3117,1.76763,10.7241
160.38,93.8235,21.0677,57.3298,22.9679,2.37795,19.4031,1.76763,10.7241
160.4,93.1321,21.0677,57.3291,22.9675,2.37717,19.4033,1.76763,10.7241
160.42,93.8235,21.0686,57.734,22.8326,2.37629,19.312,1.76763,10.7241
160.44,95.8978,21.0732,57.7353,22.8321,2.37486,19.3117,1.74978,10.7241
160.46,96.5893,21.0732,58.3138,22.6522,2.37349,19.4486,1.74973,11.3091
160.48,100.046,21.0732,58.3155,22.6517,2.3722,19.449,1.72728,11.3109
160.5,102.121,21.0732,59.1254,22.5617,2.3714,19.4034,1.72721,11.3109
160.52,100.738,21.0729,59.1279,22.5615,2.36994,19.4033,1.72721,11.3109
160.54,99.355,21.0756,59.6485,22.5165,2.36759,19.4489,1.72721,11.3109
160.56,94.5149,21.0756,59.6501,22.5163,2.36499,19.449,1.72721,11.3109
160.58,89.6749,21.0765,59.0133,22.3813,2.36231,19.4034,1.72721,11.3109
160.6,89.6749,21.0765,59.0118,22.381,2.35904,19.4033,1.72721,11.3109
160.62,92.4407,21.0756,57.797,22.336,2.35557,19.6314,1.72721,11.3109
160.64,89.6749,21.0769,57.7933,22.3359,2.3509,19.6321,1.72721,11.3109
160.66,93.8235,21.0769,56.2881,22.2909,2.34582,19.6777,1.72721,11.3109
160.68,95.2064,21.0782,56.2846,22.2908,2.34123,19.6778,1.71698,11.3109
160.7,96.5893,21.0808,55.1277,22.3807,2.33604,19.7235,1.71695,11.5731
160.72,95.2064,21.0808,55.1241,22.381,2.33036,19.7236,1.73388,11.5739
160.74,93.8235,21.0838,54.6614,22.5159,2.32476,19.8149,1.73392,11.5739
160.76,93.8235,21.0838,54.6599,22.5163,2.31894,19.8151,1.73392,11.5739
160.78,93.8235,21.0841,54.3707,22.5613,2.31354,20.0433,1.73392,11.5739
160.8,93.1321,21.0861,54.3698,22.5615,2.30825,20.0439,1.73392,11.5739
160.82,98.6636,21.0861,53.907,22.4715,2.30333,20.0896,1.73392,11.5739
160.84,100.738,21.0868,53.9056,22.4712,2.29861,20.0897,1.73392,11.5739
160.86,100.738,21.0868,53.8477,22.2012,2.29434,20.181,1.73392,11.5739
160.88,100.046,21.0871,53.8476,22.0205,2.29022,20.1812,1.73392,11.5739
160.9,98.6636,21.0877,53.9633,22.0201,2.28615,20.4093,1.73392,11.5739
160.92,95.8978,21.0877,53.9636,21.5703,2.28189,20.41,1.73771,11.5739
160.94,95.8978,21.0881,54.0215,21.569,2.27918,20.5014,1.73772,11.7758
160.96,94.5149,21.0887,54.0217,21.3441,2.27774,20.5016,1.75047,11.7762
160.98,92.4407,21.0887,54.1374,21.3434,2.27716,20.7297,1.75051,11.7762
161,90.3663,21.0887,54.1377,21.2085,2.27711,20.7304,1.75051,11.7762
161.02,90.3663,21.0887,54.0219,21.208,2.27778,20.776,1.75051,11.7762
161.04,94.515,21.0897,54.0217,20.9832,2.27909,20.7761,1.75051,11.7762
161.06,98.6636,21.09,54.1374,20.9825,2.28029,21.0043,1.75051,11.7762
161.08,100.046,21.09,54.1956,20.8924,2.28059,21.005,1.75051,11.7762
161.1,101.429,21.0904,54.1957,20.8922,2.28071,21.005,1.75051,11.7762
161.12,100.046,21.0907,53.7908,20.7573,2.28113,21.005,1.75051,11.7762
161.14,104.195,21.0907,53.7896,20.7569,2.28165,21.0962,1.75051,11.7762
161.16,108.344,21.0904,53.5001,20.8469,2.28242,21.0965,1.77972,11.3321
161.18,107.652,21.0904,53.4994,20.8471,2.28315,21.1877,1.80508,11.3311
161.2,109.035,21.0904,53.0945,20.7572,2.28399,21.188,1.80516,11.3311
161.22,109.035,21.092,53.0933,20.7569,2.2857,21.2337,1.80516,11.3311
161.24,106.269,21.092,52.6883,20.8469,2.28683,21.2338,1.80516,11.3311
161.26,104.195,21.0917,52.6871,20.8471,2.2873,21.0969,1.80516,11.3311
161.28,105.578,21.092,52.3978,21.027,2.2876,21.0965,1.80516,11.3311
161.3,105.578,21.092,52.3969,21.0276,2.28791,21.2791,1.80516,11.3311
161.32,104.886,21.093,52.2234,21.0726,2.28845,21.2795,1.80516,11.3311
161.34,105.578,21.093,52.2229,21.0727,2.2885,21.1883,1.80516,11.3311
161.36,102.121,21.094,51.8755,21.1627,2.28893,21.188,1.80516,11.3311
161.38,101.429,21.0933,51.8747,21.1629,2.28997,21.188,1.83068,11.3311
161.4,98.6636,21.0933,51.8169,21.1629,2.2906,21.188,1.83073,11.0689
161.42,97.9721,21.0937,51.8167,21.1629,2.29115,21.1424,1.84753,11.068
161.44,95.2064,21.0937,52.0483,21.1629,2.29185,21.1422,1.84758,11.068
161.46,94.515,21.0937,52.0488,21.1629,2.29202,21.0966,1.84758,11.068
161.48,99.355,21.0943,52.0488,21.2079,2.293,21.0965,1.84758,11.068
161.5,101.429,21.0943,52.0488,21.208,2.2944,21.0965,1.84758,11.068
161.52,100.738,21.0947,51.9909,21.3431,2.29479,21.0965,1.84758,11.068
161.54,100.046,21.0947,51.9908,21.3434,2.29447,20.914,1.84758,11.068
161.56,103.504,21.0947,52.0486,21.3434,2.29481,20.9134,1.84758,11.068
161.58,100.738,21.0947,52.0488,21.3434,2.29493,20.8221,1.84758,11.068
161.6,99.355,21.095,52.1645,21.4783,2.29524,20.8219,1.84758,11.068
161.62,97.9721,21.095,52.1648,21.4787,2.29512,20.9132,1.87846,11.068
161.64,91.0578,21.095,52.3962,21.5687,2.29555,20.9134,1.87855,11.0882
161.66,95.2064,21.095,52.3969,21.569,2.29555,20.7765,1.88548,11.0883
161.68,95.8978,21.095,52.3969,21.6589,2.29554,20.7761,1.88549,11.0883
161.7,98.6636,21.0947,52.3969,21.6592,2.29661,20.6393,1.88549,11.0883
161.72,98.6636,21.0947,52.3969,21.8842,2.2979,20.6389,1.88549,11.0883
161.74,98.6636,21.0904,52.3969,21.8847,2.29925,20.867,1.88549,11.0883
161.76,99.355,21.0904,52.4548,21.9297,2.30118,20.8677,1.88549,11.0883
161.78,96.5893,21.0881,52.455,21.9299,2.30271,20.7308,1.88549,11.0883
161.8,94.515,21.0874,52.8602,21.9749,2.30447,20.7304,1.88549,11.0883
161.82,93.8235,21.0874,52.8612,21.975,2.30696,20.8216,1.88549,11.0883
161.84,93.8235,21.0871,53.1504,22.02,2.31002,20.7307,1.88549,11.0883
161.86,88.9835,21.0838,53.1513,22.0201,2.31256,20.7304,1.87002,11.0883
161.88,93.1321,21.0838,53.7881,21.9751,2.31523,20.776,1.86999,11.0277
161.9,97.2807,21.0805,53.7896,21.975,2.3176,20.7761,1.88541,11.0276
161.92,98.6636,21.0805,54.3102,21.975,2.32011,20.7305,1.88546,11.0276
161.94,104.195,21.0775,54.3118,21.975,2.32247,20.7304,1.88546,11.0276
161.96,102.812,21.0752,55.1795,21.84,2.32582,20.6848,1.88546,11.0276
161.98,101.429,21.0752,55.1822,21.8396,2.32955,20.6846,1.88546,11.0276
162,101.429,21.0729,56.0499,21.8846,2.33221,20.639,1.88546,11.0276
162.02,102.121,21.0693,56.0525,21.8847,2.33433,20.6389,1.88546,11.0276
162.04,104.886,21.0693,56.4575,21.8847,2.33659,20.502,1.88546,11.0276
162.06,104.886,21.0667,56.4587,21.8847,2.33829,20.5016,1.88546,11.0276
162.08,105.578,21.0667,56.7482,21.8847,2.33914,20.3189,1.88546,11.0276
162.1,106.269,21.066,56.7489,21.8847,2.3388,20.3185,1.84409,11.0276
162.12,108.344,21.065,56.9224,22.1096,2.33748,20.2273,1.84397,11.4915
162.14,113.875,21.065,56.9229,22.1103,2.33567,20.227,1.79978,11.493
162.16,115.258,21.0634,56.9808,22.1103,2.33423,20.1357,1.79964,11.493
162.18,113.875,21.0634,56.981,22.1103,2.33284,20.1355,1.79964,11.493
162.2,114.567,21.063,57.0388,22.3802,2.3312,19.9986,1.79964,11.493
162.22,118.024,21.064,57.039,22.381,2.32931,19.9982,1.79964,11.493
162.24,115.258,21.064,57.2125,22.6509,2.32688,19.8613,1.79964,11.493
162.26,113.875,21.063,57.2131,22.6517,2.32328,19.8609,1.79964,11.493
162.28,115.949,21.063,57.3866,22.9665,2.31904,19.9065,1.79964,11.493
162.3,116.641,21.063,57.3871,22.9675,2.31547,19.9067,1.79964,11.493
162.32,117.332,21.063,57.5028,23.1924,2.31199,19.861,1.79964,11.493
162.34,117.332,21.063,57.5032,23.1931,2.30785,19.8609,1.74872,11.493
162.36,118.715,21.0614,57.2716,23.5081,2.30392,19.7696,1.74856,10.6451
162.38,122.864,21.0584,57.2711,23.5088,2.30121,19.7694,1.69393,10.6431
162.4,123.555,21.0584,56.8083,23.7787,2.29987,19.815,1.69381,10.6431
162.42,124.247,21.0561,56.8069,23.7795,2.30022,19.8151,1.69381,10.6431
162.44,120.789,21.0558,56.228,24.0496,2.30151,19.7238,1.69381,10.6431
162.46,123.555,21.0558,56.2266,24.2301,2.3027,19.7236,1.69381,10.6431
162.48,126.321,21.0492,55.8217,24.2307,2.30434,19.678,1.69381,10.6431
162.5,122.864,21.0492,55.8204,24.6804,2.30593,19.6778,1.69381,10.6431
162.52,119.407,21.041,55.2994,24.6818,2.30696,19.6778,1.69381,10.6431
162.54,118.024,21.0383,55.2982,24.7718,2.30801,19.6778,1.69381,10.6431
162.56,116.641,21.0383,55.009,24.772,2.30966,19.6322,1.69381,10.6431
162.58,118.024,21.0367,55.0081,24.9521,2.31158,19.6321,1.6554,10.9661
162.6,119.407,21.0357,54.8345,24.9525,2.31331,19.769,1.65531,10.9669
162.62,117.332,21.0357,54.834,24.8176,2.31547,19.7694,1.52718,10.9669
162.64,113.875,21.0334,54.7762,24.8172,2.31855,19.7238,1.52679,10.9669
162.66,109.035,21.0334,55.1233,24.7271,2.32173,19.7236,1.52679,10.9669
162.68,108.344,21.0331,55.1241,24.7269,2.32415,19.7692,1.52679,10.9669
162.7,111.109,21.0337,55.9919,24.637,2.32519,19.7694,1.52679,10.9669
162.72,115.258,21.0337,55.9945,24.6367,2.32416,19.8607,1.52679,10.9669
162.74,116.641,21.0341,57.1515,24.4568,2.32242,19.8609,1.52679,10.9669
162.76,115.949,21.0347,57.155,24.4562,2.32019,19.8609,1.52679,10.9669
162.78,109.727,21.0347,58.1963,24.3663,2.31679,19.8609,1.52679,10.9669
162.8,107.652,21.0331,58.1995,24.366,2.31404,19.9979,1.50189,10.9669
162.82,111.109,21.0331,58.7201,24.1861,2.31228,19.9982,1.50183,11.3703
162.84,109.727,21.008,58.7217,24.1856,2.31086,20.1807,1.33892,11.3716
162.86,106.961,20.9827,59.0691,24.0955,2.3094,20.1812,1.33842,11.3716
162.88,100.046,20.9827,59.0699,24.0953,2.30809,20.3182,1.33842,11.3716
162.9,95.2064,20.9814,59.2434,24.1403,2.30644,20.3185,1.33842,11.3716
162.92,93.8235,20.9814,59.2439,24.1404,2.30475,20.4554,1.33842,11.3716
162.94,97.9721,20.9774,59.0703,24.2755,2.30242,20.4558,1.33842,11.3716
162.96,102.121,20.9741,59.0699,24.2758,2.30017,20.6383,1.33842,11.3716
162.98,95.8978,20.9741,58.8963,24.4107,2.29818,20.6389,1.33842,11.3716
163,90.3664,20.9688,58.8958,24.4111,2.29783,20.6845,1.33842,11.3716
163.02,83.452,20.9603,58.78,24.6362,2.29884,20.6846,1.33842,11.3716
163.04,84.8349,20.9603,58.7797,24.6367,2.30026,20.9584,1.41558,11.3716
163.06,86.2177,20.956,58.3748,24.6367,2.3024,20.9592,1.41581,11.4119
163.08,86.9092,20.956,58.3736,24.6367,2.30547,20.9135,1.31356,11.412
163.1,90.3664,20.9537,58.2,24.7716,2.30797,20.9134,1.31333,11.412
163.12,88.2921,20.9491,58.1995,24.772,2.30962,21.0047,1.31333,11.412
163.14,91.7492,20.9491,58.1995,24.772,2.31069,21.005,1.31333,11.412
163.16,96.5893,20.9395,58.1995,24.772,2.31183,21.0506,1.31333,11.412
163.18,102.812,20.9366,58.0259,24.772,2.31275,21.0507,1.31333,11.412
163.2,106.269,20.9366,58.0254,24.772,2.31398,21.0507,1.31333,11.412
163.22,109.727,20.9306,58.0254,24.9971,2.31434,21.0507,1.31333,11.412
163.24,107.652,20.9306,58.0254,24.9976,2.31446,21.142,1.31333,11.412
163.26,101.429,20.9254,57.794,24.8627,2.31445,21.1422,1.31333,11.412
163.28,101.429,20.9184,57.7933,24.8623,2.31428,21.0054,1.39392,11.412
163.3,104.886,20.9184,57.3881,24.8623,2.31278,21.005,1.39417,11.4524
163.32,111.109,20.9138,57.3871,24.8623,2.31134,21.1418,1.3566,11.4525
163.34,111.801,20.9138,57.04,24.8623,2.3103,21.1422,1.35649,11.4525
163.36,112.492,20.9105,57.039,24.8623,2.30922,21.1879,1.35649,11.4525
163.38,119.407,20.9082,56.9811,24.7722,2.30772,21.0967,1.35649,11.4525
163.4,119.407,20.9082,56.981,24.772,2.30642,21.0965,1.35649,11.4525
163.42,122.172,20.903,57.2702,24.862,2.30656,21.2334,1.35649,11.4525
163.44,124.247,20.8954,57.2711,24.8623,2.30764,21.2338,1.35649,11.4525
163.46,122.172,20.8954,57.9653,24.8173,2.30823,21.1881,1.35649,11.4525
163.48,116.641,20.8832,57.9674,24.8172,2.30865,21.188,1.35649,11.4525
163.5,111.801,20.8832,58.7773,24.8621,2.30881,21.188,1.35649,11.4525
163.52,109.035,20.872,58.7797,24.8623,2.30973,21.188,1.45985,11.4525
163.54,106.269,20.8634,59.0111,24.9072,2.31104,21.2793,1.46008,10.8675
163.56,110.418,20.8634,59.0118,24.9074,2.31246,21.2795,1.47346,10.8657
163.58,112.492,20.8542,58.8382,24.8624,2.31348,21.3252,1.4735,10.8657
163.6,110.418,20.8483,58.8378,24.8623,2.31527,21.3253,1.4735,10.8657
163.62,104.886,20.8483,58.5485,24.9072,2.31696,21.4165,1.4735,10.8657
163.64,99.355,20.8397,58.5476,24.9074,2.31793,21.4168,1.4735,10.8657
163.66,95.2064,20.8397,58.4897,24.9524,2.31824,21.5538,1.4735,10.8657
163.68,89.6749,20.8285,58.4896,24.9525,2.3187,21.5541,1.4735,10.8657
163.7,88.2921,20.8193,58.6632,25.1324,2.31958,21.691,1.4735,10.8657
163.72,82.7606,20.8193,58.6637,25.1329,2.31994,21.6914,1.4735,10.8657
163.74,75.8462,20.8111,58.7215,25.4028,2.31971,21.8283,1.4735,10.8657
163.76,71.6976,20.7982,58.7217,25.4036,2.31953,21.8287,1.53046,10.8657
163.78,75.8462,20.7982,58.7217,25.4936,2.31925,21.8743,1.53063,10.9867
163.8,75.8462,20.7933,58.7217,25.4939,2.31903,21.8744,1.5245,10.9871
163.82,73.7719,20.7933,58.4903,25.4939,2.31872,21.9201,1.52448,10.9871
163.84,75.1548,20.7877,58.4896,25.4939,2.3182,21.9202,1.52448,10.9871
163.86,73.7719,20.7788,58.1423,25.4939,2.31744,21.9659,1.52448,10.9871
163.88,71.6976,20.7788,58.1415,25.4939,2.31803,21.966,1.52448,10.9871
163.9,72.3891,20.7673,58.4307,25.4039,2.31814,21.9203,1.52448,10.9871
163.92,73.7719,20.7571,58.4316,25.4036,2.31759,21.9202,1.52448,10.9871
163.94,72.3891,20.7571,58.8947,25.3586,2.31694,21.9659,1.52448,10.9871
163.96,69.6233,20.7462,58.8958,25.3585,2.3165,21.966,1.52448,10.9871
163.98,70.3148,20.7462,59.2429,25.4035,2.31672,21.966,1.52448,10.9871
164,70.3148,20.7327,59.2439,25.4036,2.31636,21.966,1.55761,10.9871
164.02,71.6976,20.7169,59.4176,25.4036,2.31496,21.829,1.55771,10.7045
164.04,73.7719,20.7169,59.418,25.3587,2.31392,21.8287,1.56145,10.7038
164.06,77.9205,20.7073,59.4759,25.3585,2.31346,21.7831,1.56146,10.7038
164.08,77.2291,20.7073,59.476,25.3585,2.31419,21.7829,1.56146,10.7038
164.1,77.9205,20.7001,59.0711,25.3585,2.31574,21.7373,1.56146,10.7038
164.12,78.612,20.6852,59.0699,25.4485,2.31693,21.7372,1.56146,10.7038
164.14,81.3777,20.6852,58.7806,25.4487,2.31807,21.6459,1.56146,10.7038
164.16,79.9949,20.6744,58.7797,25.5838,2.31947,21.6456,1.56146,10.7038
164.18,81.3777,20.6638,58.4327,25.5841,2.31963,21.5088,1.56146,10.7038
164.2,82.0692,20.6638,57.8531,25.809,2.31972,21.5083,1.56146,10.7038
164.22,83.452,20.6556,57.8513,25.8097,2.32046,21.2801,1.56146,10.7038
164.24,87.6006,20.6556,57.5042,25.8097,2.32149,21.2795,1.60864,10.139
164.26,88.9835,20.6444,57.5032,25.8097,2.32304,21.2339,1.60878,10.1373
164.28,88.2921,20.6302,57.561,26.0345,2.32428,21.2338,1.60951,10.1373
164.3,88.2921,20.6302,57.5612,26.0352,2.32603,21.1425,1.60952,10.1373
164.32,86.2178,20.6207,57.5612,26.0352,2.32796,21.1422,1.60952,10.1373
164.34,84.8349,20.6131,57.5612,26.0352,2.32952,21.0966,1.60952,10.1373
164.36,83.452,20.6131,57.6191,26.1703,2.33079,21.0965,1.60952,10.1373
164.38,82.0691,20.599,57.6192,26.1706,2.33028,21.1421,1.60952,10.1373
164.4,81.3777,20.599,57.6771,26.1256,2.3293,21.1422,1.60952,10.1373
164.42,79.9948,20.5868,57.6773,26.1255,2.32934,21.1422,1.60952,10.1373
164.44,73.0805,20.569,57.6194,26.1255,2.32999,21.1422,1.60952,10.1373
164.46,73.0805,20.569,57.6192,26.1255,2.33057,21.1879,1.70632,10.1373
164.48,73.7719,20.5509,57.8506,26.2154,2.33135,21.188,1.70662,10.339
164.5,72.3891,20.5393,57.8513,26.2157,2.33203,21.0968,1.72151,10.3396
164.52,71.0062,20.5393,58.3724,26.1707,2.33195,21.0965,1.72155,10.3396
164.54,69.6233,20.5288,58.3736,26.1706,2.33171,21.0965,1.72155,10.3396
164.56,70.3148,20.5288,58.7207,26.2155,2.33147,21.0965,1.72155,10.3396
164.58,69.6233,20.5153,58.7217,26.2157,2.33056,21.1878,1.72155,10.3396
164.6,68.9319,20.5008,59.011,26.4406,2.32911,21.188,1.72155,10.3396
164.62,70.3148,20.5008,59.0118,26.4413,2.32873,21.2336,1.72155,10.3396
164.64,76.5377,20.4804,59.1854,26.5312,2.32829,21.2338,1.72155,10.3396
164.66,80.6863,20.4804,59.1859,26.5315,2.32819,21.1881,1.72155,10.3396
164.68,82.7606,20.4665,59.1859,26.6214,2.32965,21.188,1.72155,10.3396
164.7,86.9092,20.456,59.1859,26.6217,2.33024,21.1424,1.83258,10.3396
164.72,93.1321,20.456,59.3596,26.7567,2.32964,21.1422,1.83292,10.7838
164.74,97.9721,20.4409,59.36,26.757,2.32906,21.0966,1.84837,10.7848
164.76,100.046,20.4158,59.5335,26.7121,2.32826,21.0965,1.84842,10.7848
164.78,97.9721,20.4158,59.5341,26.7119,2.3281,21.0965,1.84842,10.7848
164.8,95.8978,20.4036,60.0551,26.7119,2.32905,21.0965,1.84842,10.7848
164.82,93.1321,20.4036,60.0563,26.7119,2.33065,21.0965,1.84842,10.7848
164.84,94.5149,20.397,60.9819,26.7119,2.33238,21.0965,1.84842,10.7848
164.86,96.5893,20.3872,60.9847,26.7119,2.33335,21.0052,1.84842,10.7848
164.88,100.046,20.3872,61.7952,26.4419,2.33427,21.0963,1.84842,10.7848
164.9,106.269,20.3753,61.7971,26.4413,2.33491,21.0965,1.84842,10.7848
164.92,112.492,20.3585,62.0285,26.2613,2.33455,21.0052,1.84842,10.7848
164.94,109.727,20.3585,62.0292,26.2608,2.33428,21.005,1.89774,10.7848
164.96,106.269,20.3401,62.3184,26.2158,2.33297,21.0506,1.89785,10.4822
164.98,104.886,20.3213,62.3193,26.2157,2.33074,21.0507,1.95743,10.4813
165,104.195,20.3213,62.4928,26.0808,2.32929,20.8682,1.95761,10.4813
165.02,102.121,20.3124,62.4934,26.0803,2.32852,20.8677,1.95761,10.4813
165.04,99.355,20.3124,62.3777,26.1253,2.32627,20.9133,1.95761,10.4813
165.06,97.2807,20.3025,62.3773,26.1255,2.32351,20.9134,1.95761,10.4813
165.08,98.6636,20.2949,61.8563,26.2155,2.31982,20.8678,1.95761,10.4813
165.1,102.812,20.2949,61.8551,26.2157,2.31466,20.8677,1.95761,10.4813
165.12,106.961,20.2821,60.756,26.3956,2.30971,20.9133,1.95761,10.4813
165.14,104.886,20.2821,60.7526,26.3961,2.30491,20.9134,1.95761,10.4813
165.16,101.429,20.2696,59.5369,26.5762,2.30022,20.9591,1.95761,10.4813
165.18,97.9721,20.2551,59.5341,26.5766,2.29579,20.9592,2.06081,10.4813
165.2,93.8235,20.2551,58.4928,26.7115,2.29168,21.0961,2.06113,10.6023
165.22,91.7492,20.2472,58.4896,26.7119,2.28831,21.0965,2.14368,10.6027
165.24,93.8235,20.2343,57.8533,26.667,2.2851,21.3246,2.14387,10.6027
165.26,92.4407,20.2343,57.8513,26.6668,2.28257,21.3253,2.14387,10.6027
165.28,91.0578,20.2258,57.5621,26.6218,2.28015,21.4165,2.14387,10.6027
165.3,90.3664,20.2258,57.5612,26.6217,2.27785,21.4168,2.14387,10.6027
165.32,90.3663,20.2179,57.5612,26.3968,2.27559,21.5993,2.14387,10.6027
165.34,92.4407,20.2054,57.5612,26.3961,2.27502,21.5999,2.14387,10.6027
165.36,95.8978,20.2054,57.5612,26.0811,2.27582,21.7368,2.14387,10.6027
165.38,99.355,20.1928,57.5612,26.0803,2.27759,21.7372,2.14387,10.6027
165.4,97.9721,20.1928,57.5612,25.6756,2.28008,21.8284,2.14387,10.6027
165.42,100.046,20.175,57.5612,25.6743,2.28198,21.8287,2.08592,10.6027
165.44,104.195,20.1609,57.8507,25.2692,2.28304,21.8287,2.08575,9.95666
165.46,106.961,20.1609,57.8513,25.2683,2.28398,21.8287,2.17446,9.95517
165.48,111.109,20.1405,58.1406,25.0884,2.28513,22.0112,2.17473,9.95517
165.5,113.184,20.1207,58.1415,24.818,2.28698,22.0117,2.17473,9.95517
165.52,111.109,20.1207,58.4309,24.8172,2.28865,21.8748,2.17473,9.95517
165.54,109.035,20.1121,58.4316,24.5473,2.29069,21.8744,2.17473,9.95517
165.56,111.801,20.1121,58.1423,24.5465,2.29289,21.8288,2.17473,9.95517
165.58,111.801,20.0983,58.1415,24.1864,2.29509,21.8287,2.17473,9.95517
165.6,110.418,20.0799,57.4473,24.1856,2.29723,21.6006,2.17473,9.95517
165.62,111.801,20.0799,57.4452,23.9607,2.29915,21.5999,2.17473,9.95517
165.64,111.801,20.0657,57.1559,23.96,2.30032,21.2805,2.17473,9.95517
165.66,109.727,20.0519,57.155,23.7349,2.30053,21.2795,2.09475,15.0829
165.68,109.035,20.0519,57.155,23.7344,2.30017,20.8689,2.09457,15.0946
165.7,110.418,20.0334,57.3864,23.6894,2.30005,20.8677,2.17363,15.0946
165.72,105.578,20.0334,57.3871,23.6893,2.2997,20.6394,2.17387,15.0946
165.74,103.504,20.0123,57.5607,23.3745,2.3002,20.6389,2.17387,15.0946
165.76,104.195,19.9978,57.5612,23.3735,2.3019,20.3195,2.17387,15.0946
165.78,104.195,19.9978,57.1563,23.3735,2.30376,20.3185,2.17387,15.0946
165.8,101.429,19.9817,57.155,23.3735,2.3043,20.0902,2.17387,15.0946
165.82,100.738,19.9689,56.6344,23.2836,2.30412,20.0897,2.17387,15.0946
165.84,104.195,19.9689,56.6328,23.2833,2.30344,20.0441,2.17387,15.0946
165.86,106.961,19.9573,56.0539,23.2833,2.3028,20.0439,2.17387,15.0946
165.88,113.184,19.9573,56.0525,23.2833,2.30247,19.9983,2.11597,15.0946
165.9,115.949,19.9435,55.3005,23.3732,2.3014,19.9982,2.11584,14.55
165.92,115.258,19.9247,55.2982,23.3735,2.29946,19.9069,2.1708,14.5483
165.94,114.567,19.9247,54.8351,23.5535,2.29696,19.9067,2.17097,14.5483
165.96,113.875,19.905,54.834,23.554,2.29451,19.9523,2.17097,14.5483
165.98,114.567,19.905,54.4291,23.8238,2.29226,19.9524,2.17097,14.5483
166,113.184,19.8918,54.4278,23.8246,2.28957,19.9524,2.17097,14.5483
166.02,114.567,19.873,54.3121,23.8697,2.28822,19.9524,2.17097,14.5483
166.04,114.567,19.873,54.3118,23.8698,2.28759,19.9524,2.17097,14.5483
166.06,110.418,19.8585,54.2539,24.0497,2.287,19.9524,2.17097,14.5483
166.08,105.578,19.843,54.2538,24.0502,2.2869,20.0437,2.17097,14.5483
166.1,107.652,19.843,54.2538,24.2301,2.2887,20.0439,2.17097,14.5483
166.12,109.035,19.8285,54.2538,24.2307,2.29281,19.9983,2.12268,14.5483
166.14,106.269,19.815,54.7165,24.3206,2.29797,19.9982,2.12253,6.80213
166.16,102.812,19.815,54.718,24.3209,2.3035,20.0895,2.15204,6.77842
166.18,98.6636,19.793,55.0072,24.4109,2.3095,20.0897,2.15211,6.77842
166.2,102.121,19.793,55.0081,24.4111,2.31679,19.9072,2.15211,6.77842
166.22,100.738,19.7732,55.9344,24.1861,2.32595,19.9067,2.15211,6.77842
166.24,100.738,19.7597,55.9365,24.1856,2.3368,19.861,2.15211,6.77842
166.26,100.046,19.7597,57.0356,23.7808,2.34898,19.8609,2.15211,6.77842
166.28,96.5893,19.7482,57.039,23.7795,2.36182,19.724,2.15211,6.77842
166.3,96.5893,19.7482,58.4284,23.3744,2.37576,19.7236,2.15211,6.77842
166.32,97.2807,19.7271,58.4316,23.3735,2.3897,19.678,2.15211,6.77842
166.34,96.5893,19.7063,60.7455,22.7888,2.40312,19.6778,2.15211,6.77842
166.36,102.812,19.7063,60.7526,22.787,2.41551,19.6322,2.14933,6.77842
166.38,103.504,19.6945,63.7051,22.1569,2.42646,19.6321,2.14933,6.91974
166.4,100.046,19.6784,63.7119,22.1554,2.43551,19.6777,2.18065,6.92006
166.42,102.121,19.6784,66.8936,21.5707,2.44168,19.6778,2.18074,6.92006
166.44,104.195,19.6563,66.9033,21.569,2.44664,19.6322,2.18074,6.92006
166.46,104.195,19.6563,69.0437,20.9393,2.45026,19.5865,2.18074,6.92006
166.48,100.046,19.6313,69.0502,20.9374,2.45252,19.5863,2.18074,6.92006
166.5,91.7492,19.6062,70.0337,20.8474,2.45344,19.4951,2.18074,6.92006
166.52,92.4407,19.6062,70.0367,20.8471,2.4529,19.4948,2.18074,6.92006
166.54,91.7492,19.5891,69.6317,20.8022,2.45098,19.4948,2.18074,6.92006
166.56,91.7492,19.5818,69.6305,20.802,2.44753,19.4948,2.18074,6.92006
166.58,96.5893,19.5818,67.3727,21.1171,2.44285,19.4948,2.18074,6.92006
166.6,100.046,19.5795,67.3675,21.1178,2.43637,19.4948,2.16984,6.92006
166.62,98.6636,19.5795,64.1858,21.5226,2.42781,19.4948,2.1698,8.4935
166.64,97.2807,19.5812,64.1761,21.5238,2.41822,19.4948,2.15531,8.49832
166.66,93.1321,19.5799,60.7604,22.244,2.4078,19.3122,2.15527,8.49832
166.68,100.046,19.5799,60.7526,22.2457,2.39764,19.3117,2.15527,8.49832
166.7,106.961,19.5776,57.8602,22.7854,2.38836,19.3574,2.15527,8.49832
166.72,107.652,19.5776,57.8513,22.787,2.37981,19.3575,2.15527,8.49832
166.74,109.035,19.5697,56.0002,23.3267,2.37101,19.2663,2.15527,8.49832
